sequence,repeat,cutoff,candidate_count,elapsed_ns,elapsed_ms
2095,3,30,30,608394607,608.394607
2096,3,50,50,1028711123,1028.711123
2097,3,30,30,646699913,646.699913
2098,3,20,20,438068126,438.068126
2099,3,50,50,1074669326,1074.669326
2100,3,10,10,208376915,208.376915
2101,3,50,50,1098015642,1098.015642
2102,3,10,10,197346652,197.346652
2103,3,30,30,611292755,611.292755
2104,3,20,20,406825481,406.825481
2105,3,20,20,392369762,392.369762
2106,3,50,50,998498776,998.498776
2107,3,10,10,190244887,190.244887
2108,3,30,30,587925629,587.925629
2109,3,10,10,195473982,195.473982
2110,3,20,20,412035010,412.035010
2111,3,50,50,1055578553,1055.578553
2112,3,30,30,615046060,615.046060
2113,3,50,50,1023220249,1023.220249
2114,3,30,30,614267598,614.267598
2115,3,20,20,413519134,413.519134
2116,3,10,10,210518273,210.518273
2117,3,50,50,990622794,990.622794
2118,3,10,10,195350819,195.350819
2119,3,20,20,396145159,396.145159
2120,3,30,30,592194088,592.194088
2121,3,30,30,603305213,603.305213
2122,3,10,10,196463272,196.463272
2123,3,20,20,407050094,407.050094
2124,3,50,50,1007270085,1007.270085
2125,3,20,20,411915222,411.915222
2126,3,10,10,209669788,209.669788
2127,3,30,30,609883549,609.883549
2128,3,50,50,1011055430,1011.055430
2129,3,30,30,564307809,564.307809
2130,3,50,50,990669791,990.669791
2131,3,20,20,380719156,380.719156
2132,3,10,10,165401500,165.401500
2133,3,30,30,591697047,591.697047
2134,3,10,10,196114222,196.114222
2135,3,20,20,395732298,395.732298
2136,3,50,50,989878855,989.878855
2137,3,30,30,588785552,588.785552
2138,3,20,20,394434825,394.434825
2139,3,10,10,195239548,195.239548
2140,3,50,50,1008020411,1008.020411
2141,3,20,20,349935720,349.935720
2142,3,50,50,1008743177,1008.743177
2143,3,10,10,178006519,178.006519
2144,3,30,30,592254630,592.254630
2145,3,20,20,380957526,380.957526
2146,3,30,30,560981118,560.981118
2147,3,10,10,188807729,188.807729
2148,3,50,50,987396370,987.396370
2149,3,30,30,610102912,610.102912
2150,3,10,10,209382586,209.382586
2151,3,20,20,410701546,410.701546
2152,3,50,50,1028510506,1028.510506
2153,3,30,30,643538682,643.538682
2154,3,10,10,209362397,209.362397
2155,3,20,20,411377123,411.377123
2156,3,50,50,1068523709,1068.523709
2157,3,10,10,210998149,210.998149
2158,3,30,30,613621313,613.621313
2159,3,20,20,414788582,414.788582
2160,3,50,50,1026676989,1026.676989
2161,3,10,10,209832826,209.832826
2162,3,20,20,412122222,412.122222
2163,3,30,30,612456389,612.456389
2164,3,50,50,1048795372,1048.795372
2165,3,20,20,415037682,415.037682
2166,3,30,30,613663351,613.663351
2167,3,50,50,1024169567,1024.169567
2168,3,10,10,210815734,210.815734
2169,3,30,30,665904151,665.904151
2170,3,20,20,380655623,380.655623
2171,3,50,50,1094051387,1094.051387
2172,3,10,10,190452788,190.452788
2173,3,10,10,190038034,190.038034
2174,3,20,20,411102432,411.102432
2175,3,50,50,1095647334,1095.647334
2176,3,30,30,609956723,609.956723
2177,3,20,20,396331097,396.331097
2178,3,30,30,604146579,604.146579
2179,3,10,10,196631308,196.631308
2180,3,50,50,1008448435,1008.448435
2181,3,30,30,642221519,642.221519
2182,3,10,10,196359174,196.359174
2183,3,50,50,1056864113,1056.864113
2184,3,20,20,395480960,395.480960
2185,3,30,30,554409202,554.409202
2186,3,50,50,985557790,985.557790
2187,3,20,20,364556127,364.556127
2188,3,10,10,178006287,178.006287
2189,3,30,30,610401052,610.401052
2190,3,20,20,395165694,395.165694
2191,3,50,50,1070471818,1070.471818
2192,3,10,10,196922208,196.922208
2193,3,50,50,983448121,983.448121
2194,3,10,10,188998949,188.998949
2195,3,30,30,590545395,590.545395
2196,3,20,20,395083258,395.083258
2197,3,50,50,1023574028,1023.574028
2198,3,30,30,613282859,613.282859
2199,3,20,20,414065323,414.065323
2200,3,10,10,207474236,207.474236
2201,3,50,50,986753599,986.753599
2202,3,20,20,395599453,395.599453
2203,3,30,30,593499378,593.499378
2204,3,10,10,186737554,186.737554
2205,3,10,10,196272800,196.272800
2206,3,50,50,1023320347,1023.320347
2207,3,30,30,613535527,613.535527
2208,3,20,20,414424621,414.424621
2209,3,30,30,608824881,608.824881
2210,3,50,50,1072777042,1072.777042
2211,3,20,20,411141605,411.141605
2212,3,10,10,184642713,184.642713
2213,3,30,30,579114053,579.114053
2214,3,20,20,363438833,363.438833
2215,3,50,50,983538830,983.538830
2216,3,10,10,184453696,184.453696
2217,3,10,10,187174650,187.174650
2218,3,50,50,1025851530,1025.851530
2219,3,30,30,616191978,616.191978
2220,3,20,20,414545519,414.545519
2221,3,10,10,222419820,222.419820
2222,3,50,50,1103423879,1103.423879
2223,3,30,30,669592730,669.592730
2224,3,20,20,444426899,444.426899
2225,3,30,30,655954437,655.954437
2226,3,20,20,439248399,439.248399
2227,3,50,50,1094562646,1094.562646
2228,3,10,10,219151771,219.151771
2229,3,50,50,1007172296,1007.172296
2230,3,10,10,188741091,188.741091
2231,3,30,30,606234983,606.234983
2232,3,20,20,381717107,381.717107
2233,3,10,10,204591415,204.591415
2234,3,50,50,1074056929,1074.056929
2235,3,30,30,593741003,593.741003
2236,3,20,20,400348289,400.348289
2237,3,50,50,1021663721,1021.663721
2238,3,30,30,611609062,611.609062
2239,3,10,10,175893272,175.893272
2240,3,20,20,378986475,378.986475
2241,3,20,20,439767069,439.767069
2242,3,30,30,658054816,658.054816
2243,3,50,50,1097172387,1097.172387
2244,3,10,10,219198379,219.198379
2245,3,30,30,663539134,663.539134
2246,3,10,10,190375921,190.375921
2247,3,20,20,444782810,444.782810
2248,3,50,50,1116421788,1116.421788
2249,3,20,20,405793092,405.793092
2250,3,50,50,1011868251,1011.868251
2251,3,10,10,164956937,164.956937
2252,3,30,30,601929382,601.929382
2253,3,50,50,1012108685,1012.108685
2254,3,20,20,408460985,408.460985
2255,3,10,10,195974114,195.974114
2256,3,30,30,606736800,606.736800
2257,3,20,20,439556541,439.556541
2258,3,10,10,222667487,222.667487
2259,3,30,30,657331287,657.331287
2260,3,50,50,1096967598,1096.967598
2261,3,20,20,408926654,408.926654
2262,3,50,50,1010633495,1010.633495
2263,3,30,30,607465267,607.465267
2264,3,10,10,188292842,188.292842
2265,3,30,30,569833985,569.833985
2266,3,50,50,982837266,982.837266
2267,3,10,10,190273777,190.273777
2268,3,20,20,382585988,382.585988
2269,3,50,50,992127419,992.127419
2270,3,20,20,404848054,404.848054
2271,3,10,10,206103584,206.103584
2272,3,30,30,600623692,600.623692
2273,3,20,20,393157032,393.157032
2274,3,10,10,185069959,185.069959
2275,3,50,50,980561584,980.561584
2276,3,30,30,586880591,586.880591
2277,3,50,50,1001355694,1001.355694
2278,3,10,10,207938291,207.938291
2279,3,30,30,604610950,604.610950
2280,3,20,20,407277677,407.277677
2281,3,30,30,614283265,614.283265
2282,3,10,10,209090209,209.090209
2283,3,20,20,411529906,411.529906
2284,3,50,50,1028066349,1028.066349
2285,3,50,50,1024654138,1024.654138
2286,3,20,20,411665521,411.665521
2287,3,10,10,208961045,208.961045
2288,3,30,30,611397749,611.397749
2289,3,20,20,390626127,390.626127
2290,3,10,10,188136486,188.136486
2291,3,30,30,611905569,611.905569
2292,3,50,50,1023251587,1023.251587
2293,3,10,10,187854734,187.854734
2294,3,50,50,1025428622,1025.428622
2295,3,20,20,382621053,382.621053
2296,3,30,30,614513268,614.513268
2297,3,50,50,1100324530,1100.324530
2298,3,30,30,664230407,664.230407
2299,3,10,10,196767603,196.767603
2300,3,20,20,413002287,413.002287
2301,3,50,50,1019550638,1019.550638
2302,3,20,20,411573306,411.573306
2303,3,30,30,610404340,610.404340
2304,3,10,10,196457878,196.457878
2305,3,10,10,207721932,207.721932
2306,3,30,30,608567888,608.567888
2307,3,20,20,409810464,409.810464
2308,3,50,50,1007687040,1007.687040
2309,3,50,50,1007039385,1007.039385
2310,3,10,10,195618310,195.618310
2311,3,30,30,588474021,588.474021
2312,3,20,20,394541628,394.541628
2313,3,30,30,613401135,613.401135
2314,3,20,20,412510668,412.510668
2315,3,50,50,1027740880,1027.740880
2316,3,10,10,210811813,210.811813
2317,3,20,20,408235065,408.235065
2318,3,10,10,184074988,184.074988
2319,3,50,50,1008293676,1008.293676
2320,3,30,30,608414597,608.414597
2321,3,10,10,188222719,188.222719
2322,3,50,50,1049884832,1049.884832
2323,3,20,20,409155685,409.155685
2324,3,30,30,640046085,640.046085
2325,3,30,30,645763935,645.763935
2326,3,20,20,396009723,396.009723
2327,3,50,50,1094174309,1094.174309
2328,3,10,10,199340597,199.340597
2329,3,10,10,188547272,188.547272
2330,3,50,50,1011073510,1011.073510
2331,3,30,30,588765621,588.765621
2332,3,20,20,379942628,379.942628
2333,3,50,50,1096902766,1096.902766
2334,3,30,30,588821837,588.821837
2335,3,10,10,188990520,188.990520
2336,3,20,20,395572416,395.572416
2337,3,20,20,412051809,412.051809
2338,3,30,30,612007548,612.007548
2339,3,10,10,209332916,209.332916
2340,3,50,50,1093796413,1093.796413
2341,3,20,20,404846167,404.846167
2342,3,30,30,600578001,600.578001
2343,3,10,10,206751837,206.751837
2344,3,50,50,995772501,995.772501
2345,3,50,50,1095412788,1095.412788
2346,3,30,30,657499078,657.499078
2347,3,10,10,219213465,219.213465
2348,3,20,20,445127517,445.127517
2349,3,20,20,392527689,392.527689
2350,3,50,50,1023672615,1023.672615
2351,3,10,10,187887705,187.887705
2352,3,30,30,580865214,580.865214
2353,3,20,20,397519516,397.519516
2354,3,10,10,196211220,196.211220
2355,3,30,30,646646722,646.646722
2356,3,50,50,1094828783,1094.828783
2357,3,10,10,178316311,178.316311
2358,3,30,30,551584539,551.584539
2359,3,50,50,1004591723,1004.591723
2360,3,20,20,364068698,364.068698
2361,3,10,10,208174135,208.174135
2362,3,30,30,609750189,609.750189
2363,3,20,20,410893489,410.893489
2364,3,50,50,1073799757,1073.799757
2365,3,30,30,608002665,608.002665
2366,3,10,10,208841187,208.841187
2367,3,20,20,409495746,409.495746
2368,3,50,50,1006459653,1006.459653
2369,3,50,50,986615127,986.615127
2370,3,20,20,380005906,380.005906
2371,3,10,10,190297189,190.297189
2372,3,30,30,591783503,591.783503
2373,3,30,30,612076767,612.076767
2374,3,20,20,412202592,412.202592
2375,3,50,50,1021829939,1021.829939
2376,3,10,10,209467961,209.467961
2377,3,30,30,641239457,641.239457
2378,3,50,50,1096591833,1096.591833
2379,3,20,20,426937458,426.937458
2380,3,10,10,216721213,216.721213
2381,3,20,20,395440765,395.440765
2382,3,50,50,1008070908,1008.070908
2383,3,10,10,184389932,184.389932
2384,3,30,30,592120540,592.120540
2385,3,50,50,1024163950,1024.163950
2386,3,30,30,611502571,611.502571
2387,3,10,10,208648652,208.648652
2388,3,20,20,411310356,411.310356
2389,3,10,10,190347715,190.347715
2390,3,30,30,642142665,642.142665
2391,3,20,20,396257188,396.257188
2392,3,50,50,1058714596,1058.714596
2393,3,50,50,983393385,983.393385
2394,3,20,20,364598088,364.598088
2395,3,10,10,177282435,177.282435
2396,3,30,30,562743253,562.743253
2397,3,30,30,609970784,609.970784
2398,3,20,20,410459957,410.459957
2399,3,10,10,209283702,209.283702
2400,3,50,50,1010489869,1010.489869
2401,3,10,10,178443870,178.443870
2402,3,50,50,1005168299,1005.168299
2403,3,20,20,393244563,393.244563
2404,3,30,30,587944144,587.944144
2405,3,50,50,1023635759,1023.635759
2406,3,30,30,594199709,594.199709
2407,3,20,20,396223594,396.223594
2408,3,10,10,178715665,178.715665
2409,3,50,50,1096486490,1096.486490
2410,3,20,20,440061928,440.061928
2411,3,30,30,656928234,656.928234
2412,3,10,10,186974707,186.974707
2413,3,10,10,187721770,187.721770
2414,3,30,30,612573834,612.573834
2415,3,20,20,414503130,414.503130
2416,3,50,50,1025197912,1025.197912
2417,3,20,20,405434667,405.434667
2418,3,30,30,600882782,600.882782
2419,3,10,10,165900638,165.900638
2420,3,50,50,1077498534,1077.498534
2421,3,10,10,208076680,208.076680
2422,3,50,50,984764163,984.764163
2423,3,20,20,407678308,407.678308
2424,3,30,30,593923767,593.923767
2425,3,30,30,613072746,613.072746
2426,3,20,20,413312949,413.312949
2427,3,10,10,178251396,178.251396
2428,3,50,50,1023675663,1023.675663
2429,3,30,30,592230375,592.230375
2430,3,20,20,396123875,396.123875
2431,3,50,50,1007389404,1007.389404
2432,3,10,10,188297007,188.297007
2433,3,20,20,382197046,382.197046
2434,3,30,30,611092382,611.092382
2435,3,50,50,1021296635,1021.296635
2436,3,10,10,185068283,185.068283
2437,3,50,50,1000807391,1000.807391
2438,3,20,20,396258058,396.258058
2439,3,10,10,198508401,198.508401
2440,3,30,30,604982061,604.982061
2441,3,30,30,592214104,592.214104
2442,3,20,20,382343302,382.343302
2443,3,10,10,187564562,187.564562
2444,3,50,50,987239531,987.239531
2445,3,20,20,439932622,439.932622
2446,3,10,10,218458065,218.458065
2447,3,50,50,1097174066,1097.174066
2448,3,30,30,657759554,657.759554
2449,3,20,20,395170973,395.170973
2450,3,30,30,604557518,604.557518
2451,3,10,10,192490424,192.490424
2452,3,50,50,1012792477,1012.792477
2453,3,10,10,195219674,195.219674
2454,3,50,50,995091954,995.091954
2455,3,30,30,587741247,587.741247
2456,3,20,20,393389644,393.389644
2457,3,20,20,363497965,363.497965
2458,3,50,50,1026380994,1026.380994
2459,3,10,10,183137553,183.137553
2460,3,30,30,549624148,549.624148
2461,3,20,20,439312089,439.312089
2462,3,10,10,219388894,219.388894
2463,3,50,50,1091162961,1091.162961
2464,3,30,30,656839093,656.839093
2465,3,30,30,640396319,640.396319
2466,3,50,50,1067764627,1067.764627
2467,3,20,20,430332542,430.332542
2468,3,10,10,218987626,218.987626
2469,3,30,30,645696157,645.696157
2470,3,10,10,209138185,209.138185
2471,3,20,20,427381534,427.381534
2472,3,50,50,1068344192,1068.344192
2473,3,10,10,164760200,164.760200
2474,3,50,50,985431550,985.431550
2475,3,30,30,586416181,586.416181
2476,3,20,20,377035236,377.035236
2477,3,30,30,561303677,561.303677
2478,3,20,20,382182377,382.182377
2479,3,10,10,186423204,186.423204
2480,3,50,50,994628706,994.628706
2481,3,30,30,662993767,662.993767
2482,3,20,20,443690315,443.690315
2483,3,50,50,1097507473,1097.507473
2484,3,10,10,221649337,221.649337
2485,3,10,10,189754472,189.754472
2486,3,20,20,413793856,413.793856
2487,3,30,30,615148778,615.148778
2488,3,50,50,1027304858,1027.304858
2489,3,20,20,409159656,409.159656
2490,3,50,50,1027213765,1027.213765
2491,3,30,30,608855721,608.855721
2492,3,10,10,208966380,208.966380
2493,3,50,50,1006285822,1006.285822
2494,3,30,30,607860459,607.860459
2495,3,10,10,208499558,208.499558
2496,3,20,20,408462768,408.462768
2497,3,10,10,196024965,196.024965
2498,3,30,30,608009461,608.009461
2499,3,20,20,409070046,409.070046
2500,3,50,50,1118181364,1118.181364
2501,3,20,20,406743838,406.743838
2502,3,30,30,602918816,602.918816
2503,3,50,50,1056740744,1056.740744
2504,3,10,10,207732437,207.732437
2505,3,10,10,187276186,187.276186
2506,3,20,20,379703349,379.703349
2507,3,30,30,613881671,613.881671
2508,3,50,50,1025598650,1025.598650
2509,3,10,10,187646346,187.646346
2510,3,30,30,592576064,592.576064
2511,3,20,20,375639557,375.639557
2512,3,50,50,980152717,980.152717
2513,3,20,20,407457888,407.457888
2514,3,50,50,1096509043,1096.509043
2515,3,30,30,657105603,657.105603
2516,3,10,10,193341101,193.341101
2517,3,20,20,426200770,426.200770
2518,3,10,10,216805259,216.805259
2519,3,30,30,644373233,644.373233
2520,3,50,50,1057807448,1057.807448
2521,3,20,20,397149890,397.149890
2522,3,50,50,1006723587,1006.723587
2523,3,10,10,196611444,196.611444
2524,3,30,30,606719220,606.719220
2525,3,10,10,216403789,216.403789
2526,3,20,20,445176553,445.176553
2527,3,50,50,1100036680,1100.036680
2528,3,30,30,667073496,667.073496
2529,3,10,10,207296563,207.296563
2530,3,50,50,1027605763,1027.605763
2531,3,30,30,614477476,614.477476
2532,3,20,20,414446388,414.446388
2533,3,30,30,569633181,569.633181
2534,3,10,10,177597718,177.597718
2535,3,50,50,1006115978,1006.115978
2536,3,20,20,376368263,376.368263
2537,3,10,10,211054867,211.054867
2538,3,50,50,1094240592,1094.240592
2539,3,30,30,614641857,614.641857
2540,3,20,20,413643651,413.643651
2541,3,20,20,405548577,405.548577
2542,3,10,10,164194069,164.194069
2543,3,30,30,600481026,600.481026
2544,3,50,50,992708049,992.708049
2545,3,20,20,409998530,409.998530
2546,3,10,10,208812408,208.812408
2547,3,50,50,1008436834,1008.436834
2548,3,30,30,608382092,608.382092
2549,3,30,30,609403964,609.403964
2550,3,50,50,1006970141,1006.970141
2551,3,20,20,396189304,396.189304
2552,3,10,10,188731877,188.731877
2553,3,50,50,1027878707,1027.878707
2554,3,10,10,208338112,208.338112
2555,3,20,20,410435235,410.435235
2556,3,30,30,614029356,614.029356
2557,3,50,50,1094982453,1094.982453
2558,3,30,30,657159544,657.159544
2559,3,20,20,439364169,439.364169
2560,3,10,10,219055554,219.055554
2561,3,10,10,220729380,220.729380
2562,3,30,30,652427288,652.427288
2563,3,20,20,442742095,442.742095
2564,3,50,50,1091750376,1091.750376
2565,3,50,50,1000022631,1000.022631
2566,3,20,20,407390393,407.390393
2567,3,10,10,207627142,207.627142
2568,3,30,30,605379553,605.379553
2569,3,20,20,407359179,407.359179
2570,3,50,50,1081515079,1081.515079
2571,3,30,30,604261715,604.261715
2572,3,10,10,196086966,196.086966
2573,3,30,30,648530797,648.530797
2574,3,50,50,1076757149,1076.757149
2575,3,10,10,219289191,219.289191
2576,3,20,20,438922572,438.922572
2577,3,30,30,653133840,653.133840
2578,3,50,50,1093600983,1093.600983
2579,3,20,20,382237117,382.237117
2580,3,10,10,190001146,190.001146
2581,3,50,50,1096661869,1096.661869
2582,3,30,30,610959830,610.959830
2583,3,20,20,411883998,411.883998
2584,3,10,10,209446029,209.446029
2585,3,50,50,1027141353,1027.141353
2586,3,30,30,587304642,587.304642
2587,3,10,10,185685074,185.685074
2588,3,20,20,377099934,377.099934
2589,3,50,50,1076428123,1076.428123
2590,3,30,30,649325168,649.325168
2591,3,10,10,210737791,210.737791
2592,3,20,20,414142894,414.142894
2593,3,50,50,965714393,965.714393
2594,3,10,10,187513988,187.513988
2595,3,30,30,586536948,586.536948
2596,3,20,20,392639700,392.639700
2597,3,30,30,585943994,585.943994
2598,3,20,20,380137378,380.137378
2599,3,50,50,980785297,980.785297
2600,3,10,10,187958422,187.958422
2601,3,30,30,607800380,607.800380
2602,3,20,20,379996839,379.996839
2603,3,50,50,1007490164,1007.490164
2604,3,10,10,184960933,184.960933
2605,3,10,10,195613912,195.613912
2606,3,50,50,1096273635,1096.273635
2607,3,20,20,396639542,396.639542
2608,3,30,30,608416791,608.416791
2609,3,20,20,439437155,439.437155
2610,3,50,50,1077299084,1077.299084
2611,3,30,30,648131828,648.131828
2612,3,10,10,211436067,211.436067
2613,3,10,10,210330532,210.330532
2614,3,50,50,1021385135,1021.385135
2615,3,30,30,613480831,613.480831
2616,3,20,20,412664610,412.664610
2617,3,10,10,195786267,195.786267
2618,3,20,20,395940132,395.940132
2619,3,50,50,1073462749,1073.462749
2620,3,30,30,646117823,646.117823
2621,3,10,10,215779135,215.779135
2622,3,30,30,640548364,640.548364
2623,3,20,20,426437676,426.437676
2624,3,50,50,1056443016,1056.443016
2625,3,50,50,1056957074,1056.957074
2626,3,20,20,427503646,427.503646
2627,3,30,30,642376939,642.376939
2628,3,10,10,195944196,195.944196
2629,3,20,20,413973623,413.973623
2630,3,50,50,1026372777,1026.372777
2631,3,10,10,210984282,210.984282
2632,3,30,30,613762267,613.762267
2633,3,30,30,610926451,610.926451
2634,3,50,50,1009752270,1009.752270
2635,3,10,10,195953951,195.953951
2636,3,20,20,411029053,411.029053
2637,3,30,30,603026793,603.026793
2638,3,10,10,195539851,195.539851
2639,3,20,20,392432312,392.432312
2640,3,50,50,1000321465,1000.321465
2641,3,50,50,1006621305,1006.621305
2642,3,10,10,188100023,188.100023
2643,3,20,20,392197188,392.197188
2644,3,30,30,586498608,586.498608
2645,3,30,30,613847101,613.847101
2646,3,20,20,413516280,413.516280
2647,3,50,50,1026361559,1026.361559
2648,3,10,10,185815600,185.815600
2649,3,10,10,188589821,188.589821
2650,3,50,50,1001406454,1001.406454
2651,3,20,20,408438421,408.438421
2652,3,30,30,603825598,603.825598
2653,3,10,10,219445239,219.445239
2654,3,50,50,1091744341,1091.744341
2655,3,20,20,440412704,440.412704
2656,3,30,30,649718374,649.718374
2657,3,30,30,588596519,588.596519
2658,3,10,10,188565283,188.565283
2659,3,50,50,1020819727,1020.819727
2660,3,20,20,394666432,394.666432
2661,3,10,10,195550710,195.550710
2662,3,30,30,603501911,603.501911
2663,3,20,20,407290757,407.290757
2664,3,50,50,1029174315,1029.174315
2665,3,30,30,615445616,615.445616
2666,3,20,20,413510203,413.510203
2667,3,50,50,1056253032,1056.253032
2668,3,10,10,208590400,208.590400
2669,3,50,50,1067907654,1067.907654
2670,3,10,10,188551046,188.551046
2671,3,30,30,643110582,643.110582
2672,3,20,20,426908233,426.908233
2673,3,10,10,211259609,211.259609
2674,3,30,30,604342748,604.342748
2675,3,50,50,1010895557,1010.895557
2676,3,20,20,408626068,408.626068
2677,3,30,30,653043212,653.043212
2678,3,50,50,1094969336,1094.969336
2679,3,20,20,413581041,413.581041
2680,3,10,10,210933721,210.933721
2681,3,20,20,412192884,412.192884
2682,3,30,30,666917054,666.917054
2683,3,10,10,184283957,184.283957
2684,3,50,50,1103011939,1103.011939
2685,3,10,10,190223361,190.223361
2686,3,30,30,644146374,644.146374
2687,3,50,50,1069668324,1069.668324
2688,3,20,20,427368320,427.368320
2689,3,10,10,196817101,196.817101
2690,3,50,50,983963531,983.963531
2691,3,30,30,596517031,596.517031
2692,3,20,20,399771265,399.771265
2693,3,50,50,1004980808,1004.980808
2694,3,20,20,361607022,361.607022
2695,3,30,30,589124698,589.124698
2696,3,10,10,184309044,184.309044
2697,3,20,20,388978964,388.978964
2698,3,50,50,1028380693,1028.380693
2699,3,30,30,614685712,614.685712
2700,3,10,10,196004658,196.004658
2701,3,30,30,615635306,615.635306
2702,3,10,10,210772685,210.772685
2703,3,50,50,1030584970,1030.584970
2704,3,20,20,415399771,415.399771
2705,3,30,30,587435404,587.435404
2706,3,10,10,189811249,189.811249
2707,3,20,20,380030099,380.030099
2708,3,50,50,996125180,996.125180
2709,3,20,20,414236836,414.236836
2710,3,10,10,195560687,195.560687
2711,3,50,50,1026884511,1026.884511
2712,3,30,30,614452871,614.452871
2713,3,10,10,195250766,195.250766
2714,3,30,30,607037908,607.037908
2715,3,20,20,407868122,407.868122
2716,3,50,50,1003898062,1003.898062
2717,3,50,50,1023172266,1023.172266
2718,3,30,30,612739526,612.739526
2719,3,10,10,196817806,196.817806
2720,3,20,20,412304959,412.304959
2721,3,30,30,568789097,568.789097
2722,3,10,10,177809393,177.809393
2723,3,20,20,379972944,379.972944
2724,3,50,50,1054516385,1054.516385
2725,3,10,10,187665236,187.665236
2726,3,30,30,570239983,570.239983
2727,3,20,20,381490854,381.490854
2728,3,50,50,985730127,985.730127
2729,3,50,50,1077040315,1077.040315
2730,3,30,30,647982183,647.982183
2731,3,10,10,195408767,195.408767
2732,3,20,20,427366660,427.366660
2733,3,50,50,1096399261,1096.399261
2734,3,10,10,217682014,217.682014
2735,3,20,20,439805039,439.805039
2736,3,30,30,656440291,656.440291
2737,3,50,50,941189897,941.189897
2738,3,30,30,569712138,569.712138
2739,3,10,10,189612109,189.612109
2740,3,20,20,380880964,380.880964
2741,3,30,30,669466437,669.466437
2742,3,50,50,1097590235,1097.590235
2743,3,10,10,196028155,196.028155
2744,3,20,20,415184641,415.184641
2745,3,30,30,611145390,611.145390
2746,3,20,20,411657470,411.657470
2747,3,50,50,1074752956,1074.752956
2748,3,10,10,209196309,209.196309
2749,3,30,30,657899047,657.899047
2750,3,10,10,220586727,220.586727
2751,3,50,50,1094872695,1094.872695
2752,3,20,20,446892357,446.892357
2753,3,50,50,983695779,983.695779
2754,3,30,30,578332996,578.332996
2755,3,10,10,192643980,192.643980
2756,3,20,20,387788869,387.788869
2757,3,20,20,379265370,379.265370
2758,3,30,30,607501426,607.501426
2759,3,50,50,1006000095,1006.000095
2760,3,10,10,188886145,188.886145
2761,3,30,30,615044422,615.044422
2762,3,50,50,1075777781,1075.777781
2763,3,10,10,209509361,209.509361
2764,3,20,20,411753549,411.753549
2765,3,30,30,613226222,613.226222
2766,3,20,20,413906683,413.906683
2767,3,10,10,190266292,190.266292
2768,3,50,50,1024830199,1024.830199
2769,3,10,10,190779021,190.779021
2770,3,20,20,381802114,381.802114
2771,3,30,30,569014549,569.014549
2772,3,50,50,1000825819,1000.825819
2773,3,50,50,1061804192,1061.804192
2774,3,30,30,642705346,642.705346
2775,3,10,10,196947723,196.947723
2776,3,20,20,407461480,407.461480
2777,3,10,10,196661194,196.661194
2778,3,50,50,1025561557,1025.561557
2779,3,20,20,413445061,413.445061
2780,3,30,30,614969054,614.969054
2781,3,20,20,413804673,413.804673
2782,3,30,30,613179862,613.179862
2783,3,10,10,208297159,208.297159
2784,3,50,50,1024527609,1024.527609
2785,3,10,10,196626865,196.626865
2786,3,30,30,593297301,593.297301
2787,3,50,50,983060521,983.060521
2788,3,20,20,395560165,395.560165
2789,3,50,50,975559509,975.559509
2790,3,10,10,193989132,193.989132
2791,3,20,20,389098529,389.098529
2792,3,30,30,581459060,581.459060
2793,3,10,10,211644712,211.644712
2794,3,20,20,416127333,416.127333
2795,3,50,50,1076193529,1076.193529
2796,3,30,30,617175292,617.175292
2797,3,50,50,1013167928,1013.167928
2798,3,20,20,399560155,399.560155
2799,3,10,10,204394289,204.394289
2800,3,30,30,593985268,593.985268
2801,3,10,10,217416768,217.416768
2802,3,50,50,1095304683,1095.304683
2803,3,30,30,640686243,640.686243
2804,3,20,20,428062156,428.062156
2805,3,30,30,630869516,630.869516
2806,3,20,20,420153579,420.153579
2807,3,50,50,1073556955,1073.556955
2808,3,10,10,213820359,213.820359
2809,3,10,10,184827009,184.827009
2810,3,50,50,1068961957,1068.961957
2811,3,20,20,428179819,428.179819
2812,3,30,30,643627302,643.627302
2813,3,30,30,653878866,653.878866
2814,3,20,20,443838215,443.838215
2815,3,10,10,220359361,220.359361
2816,3,50,50,1094595471,1094.595471
2817,3,30,30,588772702,588.772702
2818,3,20,20,393897051,393.897051
2819,3,50,50,976992607,976.992607
2820,3,10,10,178052085,178.052085
2821,3,30,30,611340518,611.340518
2822,3,10,10,189305789,189.305789
2823,3,50,50,1007379540,1007.379540
2824,3,20,20,410731810,410.731810
2825,3,30,30,634464484,634.464484
2826,3,10,10,217184049,217.184049
2827,3,50,50,1052352413,1052.352413
2828,3,20,20,421126386,421.126386
2829,3,10,10,218811131,218.811131
2830,3,30,30,652190617,652.190617
2831,3,50,50,1092956507,1092.956507
2832,3,20,20,427919421,427.919421
2833,3,50,50,1030674829,1030.674829
2834,3,10,10,188350434,188.350434
2835,3,20,20,381923672,381.923672
2836,3,30,30,615209260,615.209260
2837,3,10,10,209683956,209.683956
2838,3,20,20,413148840,413.148840
2839,3,30,30,614051329,614.051329
2840,3,50,50,1026054073,1026.054073
2841,3,50,50,1027786999,1027.786999
2842,3,20,20,393375730,393.375730
2843,3,10,10,186898520,186.898520
2844,3,30,30,588499902,588.499902
2845,3,50,50,1024317647,1024.317647
2846,3,20,20,412540676,412.540676
2847,3,10,10,209984129,209.984129
2848,3,30,30,612349800,612.349800
2849,3,30,30,560615591,560.615591
2850,3,20,20,364703001,364.703001
2851,3,50,50,1026923132,1026.923132
2852,3,10,10,164705743,164.705743
