sequence,repeat,cutoff,candidate_count,elapsed_ns,elapsed_ms
1,1,30,30,651421090,651.421090
2,1,50,50,1069152717,1069.152717
3,1,20,20,420768382,420.768382
4,1,10,10,202135436,202.135436
5,1,20,20,418057132,418.057132
6,1,10,10,209519505,209.519505
7,1,30,30,642037373,642.037373
8,1,50,50,1063415735,1063.415735
9,1,50,50,1090454713,1090.454713
10,1,10,10,199573628,199.573628
11,1,30,30,657966091,657.966091
12,1,20,20,443526760,443.526760
13,1,50,50,1080382703,1080.382703
14,1,30,30,655221565,655.221565
15,1,10,10,211634082,211.634082
16,1,20,20,440110474,440.110474
17,1,10,10,210543589,210.543589
18,1,20,20,422074484,422.074484
19,1,50,50,1082112987,1082.112987
20,1,30,30,632339212,632.339212
21,1,50,50,1103503567,1103.503567
22,1,10,10,210535201,210.535201
23,1,30,30,648763419,648.763419
24,1,20,20,435882641,435.882641
25,1,20,20,445759004,445.759004
26,1,10,10,227106448,227.106448
27,1,50,50,1132148697,1132.148697
28,1,30,30,659571310,659.571310
29,1,10,10,197675791,197.675791
30,1,30,30,650391231,650.391231
31,1,20,20,438948977,438.948977
32,1,50,50,1143413487,1143.413487
33,1,50,50,1060295548,1060.295548
34,1,20,20,406041993,406.041993
35,1,10,10,202767632,202.767632
36,1,30,30,624162246,624.162246
37,1,30,30,689502592,689.502592
38,1,10,10,208070894,208.070894
39,1,50,50,1141111670,1141.111670
40,1,20,20,424744429,424.744429
41,1,30,30,696335714,696.335714
42,1,20,20,441046868,441.046868
43,1,10,10,225257534,225.257534
44,1,50,50,1161560795,1161.560795
45,1,20,20,408803710,408.803710
46,1,50,50,1045113936,1045.113936
47,1,10,10,203085740,203.085740
48,1,30,30,610651656,610.651656
49,1,30,30,656187526,656.187526
50,1,50,50,1092921979,1092.921979
51,1,10,10,226214261,226.214261
52,1,20,20,441669809,441.669809
53,1,30,30,653553871,653.553871
54,1,10,10,223577832,223.577832
55,1,20,20,438182310,438.182310
56,1,50,50,1141468795,1141.468795
57,1,10,10,224363969,224.363969
58,1,20,20,460049533,460.049533
59,1,50,50,1155917513,1155.917513
60,1,30,30,712345278,712.345278
61,1,20,20,443461172,443.461172
62,1,30,30,658355193,658.355193
63,1,10,10,191785138,191.785138
64,1,50,50,1145435735,1145.435735
65,1,10,10,213188947,213.188947
66,1,20,20,424082159,424.082159
67,1,30,30,648520195,648.520195
68,1,50,50,1098090707,1098.090707
69,1,30,30,739209196,739.209196
70,1,10,10,239807918,239.807918
71,1,50,50,1288637151,1288.637151
72,1,20,20,476411515,476.411515
73,1,10,10,200990137,200.990137
74,1,50,50,1093949571,1093.949571
75,1,20,20,408671411,408.671411
76,1,30,30,658116457,658.116457
77,1,10,10,226626130,226.626130
78,1,20,20,461793118,461.793118
79,1,50,50,1178380228,1178.380228
80,1,30,30,672414810,672.414810
81,1,30,30,645598652,645.598652
82,1,50,50,1141964815,1141.964815
83,1,20,20,430789876,430.789876
84,1,10,10,176870417,176.870417
85,1,10,10,209716481,209.716481
86,1,20,20,422278394,422.278394
87,1,30,30,663899205,663.899205
88,1,50,50,1197669499,1197.669499
89,1,30,30,676131903,676.131903
90,1,10,10,221759450,221.759450
91,1,50,50,1090042381,1090.042381
92,1,20,20,454162483,454.162483
93,1,10,10,207311359,207.311359
94,1,20,20,433015018,433.015018
95,1,50,50,1091230412,1091.230412
96,1,30,30,646718856,646.718856
97,1,30,30,699114839,699.114839
98,1,50,50,1164495797,1164.495797
99,1,10,10,234047542,234.047542
100,1,20,20,468894544,468.894544
101,1,50,50,1164165466,1164.165466
102,1,20,20,469368749,469.368749
103,1,30,30,698515458,698.515458
104,1,10,10,232495273,232.495273
105,1,30,30,647258377,647.258377
106,1,50,50,1078852518,1078.852518
107,1,20,20,439734459,439.734459
108,1,10,10,198435914,198.435914
109,1,10,10,211773313,211.773313
110,1,30,30,688803611,688.803611
111,1,50,50,1125572518,1125.572518
112,1,20,20,437363271,437.363271
113,1,20,20,471443007,471.443007
114,1,10,10,232303247,232.303247
115,1,50,50,1169863763,1169.863763
116,1,30,30,704759176,704.759176
117,1,20,20,441872438,441.872438
118,1,30,30,654106179,654.106179
119,1,10,10,208626008,208.626008
120,1,50,50,1100808058,1100.808058
121,1,50,50,1098602964,1098.602964
122,1,20,20,422743720,422.743720
123,1,10,10,200144272,200.144272
124,1,30,30,658292872,658.292872
125,1,20,20,440758184,440.758184
126,1,30,30,653794261,653.794261
127,1,50,50,1080977605,1080.977605
128,1,10,10,204093421,204.093421
129,1,20,20,445526081,445.526081
130,1,50,50,1096853131,1096.853131
131,1,30,30,656549818,656.549818
132,1,10,10,225688929,225.688929
133,1,30,30,685283228,685.283228
134,1,50,50,1166542416,1166.542416
135,1,10,10,232540208,232.540208
136,1,20,20,455072414,455.072414
137,1,50,50,1098568032,1098.568032
138,1,20,20,444466069,444.466069
139,1,10,10,226352021,226.352021
140,1,30,30,656973101,656.973101
141,1,50,50,1153182653,1153.182653
142,1,10,10,208785111,208.785111
143,1,30,30,689456752,689.456752
144,1,20,20,458229811,458.229811
145,1,20,20,444747618,444.747618
146,1,30,30,659166434,659.166434
147,1,10,10,226546236,226.546236
148,1,50,50,1098841013,1098.841013
149,1,30,30,660874491,660.874491
150,1,20,20,420472657,420.472657
151,1,50,50,1100924318,1100.924318
152,1,10,10,210796463,210.796463
153,1,20,20,376187698,376.187698
154,1,50,50,1082839074,1082.839074
155,1,10,10,192149210,192.149210
156,1,30,30,636719094,636.719094
157,1,10,10,232844486,232.844486
158,1,50,50,1159578875,1159.578875
159,1,30,30,703985309,703.985309
160,1,20,20,473021280,473.021280
161,1,10,10,199861576,199.861576
162,1,20,20,405039217,405.039217
163,1,50,50,1097595504,1097.595504
164,1,30,30,629553884,629.553884
165,1,10,10,230752616,230.752616
166,1,30,30,683485025,683.485025
167,1,50,50,1153269045,1153.269045
168,1,20,20,452467967,452.467967
169,1,30,30,715763517,715.763517
170,1,10,10,211710676,211.710676
171,1,20,20,445201110,445.201110
172,1,50,50,1186964183,1186.964183
173,1,50,50,1157372166,1157.372166
174,1,20,20,442813210,442.813210
175,1,10,10,225166437,225.166437
176,1,30,30,665057449,665.057449
177,1,30,30,695731018,695.731018
178,1,10,10,212245826,212.245826
179,1,50,50,1142531386,1142.531386
180,1,20,20,460728214,460.728214
181,1,20,20,444618962,444.618962
182,1,50,50,1103251201,1103.251201
183,1,30,30,667953099,667.953099
184,1,10,10,225875445,225.875445
185,1,20,20,436499783,436.499783
186,1,30,30,647193059,647.193059
187,1,10,10,222235760,222.235760
188,1,50,50,1082626462,1082.626462
189,1,30,30,643903685,643.903685
190,1,20,20,442225590,442.225590
191,1,10,10,226126678,226.126678
192,1,50,50,1064966924,1064.966924
193,1,30,30,703672844,703.672844
194,1,20,20,473686105,473.686105
195,1,50,50,1153449882,1153.449882
196,1,10,10,235822046,235.822046
197,1,50,50,1098994897,1098.994897
198,1,30,30,660119909,660.119909
199,1,10,10,204247271,204.247271
200,1,20,20,445411600,445.411600
201,1,10,10,227236164,227.236164
202,1,50,50,1160331459,1160.331459
203,1,20,20,443205175,443.205175
204,1,30,30,698751686,698.751686
205,1,20,20,463622151,463.622151
206,1,50,50,1150899511,1150.899511
207,1,30,30,693281956,693.281956
208,1,10,10,205658808,205.658808
209,1,30,30,660625386,660.625386
210,1,20,20,425719417,425.719417
211,1,50,50,1090751305,1090.751305
212,1,10,10,175908265,175.908265
213,1,20,20,410453049,410.453049
214,1,30,30,611566018,611.566018
215,1,50,50,1055588770,1055.588770
216,1,10,10,193936023,193.936023
217,1,10,10,202315091,202.315091
218,1,30,30,636242419,636.242419
219,1,20,20,426264132,426.264132
220,1,50,50,1076181796,1076.181796
221,1,10,10,210233418,210.233418
222,1,50,50,1080725447,1080.725447
223,1,30,30,658590224,658.590224
224,1,20,20,443232004,443.232004
225,1,20,20,448747796,448.747796
226,1,10,10,228783814,228.783814
227,1,30,30,664481275,664.481275
228,1,50,50,1107991511,1107.991511
229,1,10,10,227050033,227.050033
230,1,50,50,1093687172,1093.687172
231,1,20,20,445640205,445.640205
232,1,30,30,661902762,661.902762
233,1,50,50,1175660725,1175.660725
234,1,20,20,478080110,478.080110
235,1,10,10,241113182,241.113182
236,1,30,30,718247972,718.247972
237,1,10,10,209698572,209.698572
238,1,50,50,1195712395,1195.712395
239,1,30,30,655035427,655.035427
240,1,20,20,440660751,440.660751
241,1,20,20,478092430,478.092430
242,1,30,30,716809166,716.809166
243,1,10,10,207289443,207.289443
244,1,50,50,1200994767,1200.994767
245,1,50,50,1060512482,1060.512482
246,1,10,10,205199380,205.199380
247,1,20,20,410531870,410.531870
248,1,30,30,637976855,637.976855
249,1,30,30,660481009,660.481009
250,1,50,50,1088094926,1088.094926
251,1,20,20,445788554,445.788554
252,1,10,10,228939741,228.939741
253,1,20,20,449426132,449.426132
254,1,10,10,212014969,212.014969
255,1,30,30,663512629,663.512629
256,1,50,50,1107450017,1107.450017
257,1,50,50,1082439599,1082.439599
258,1,30,30,608494282,608.494282
259,1,10,10,204996933,204.996933
260,1,20,20,412389147,412.389147
261,1,20,20,441567815,441.567815
262,1,10,10,224572358,224.572358
263,1,30,30,655334013,655.334013
264,1,50,50,1102829337,1102.829337
265,1,50,50,1065639263,1065.639263
266,1,20,20,412226776,412.226776
267,1,30,30,617244696,617.244696
268,1,10,10,206601055,206.601055
269,1,30,30,656962187,656.962187
270,1,50,50,1098146691,1098.146691
271,1,20,20,442498370,442.498370
272,1,10,10,225752458,225.752458
273,1,30,30,721050360,721.050360
274,1,10,10,211346139,211.346139
275,1,50,50,1184092472,1184.092472
276,1,20,20,449935824,449.935824
277,1,10,10,206207288,206.207288
278,1,20,20,413031553,413.031553
279,1,50,50,1018809994,1018.809994
280,1,30,30,615674848,615.674848
281,1,10,10,229397358,229.397358
282,1,50,50,1165714131,1165.714131
283,1,30,30,668035029,668.035029
284,1,20,20,450407030,450.407030
285,1,50,50,1048031875,1048.031875
286,1,10,10,203482171,203.482171
287,1,30,30,634291745,634.291745
288,1,20,20,425209470,425.209470
289,1,20,20,442227077,442.227077
290,1,30,30,655811214,655.811214
291,1,50,50,1163802143,1163.802143
292,1,10,10,212779424,212.779424
293,1,30,30,614908940,614.908940
294,1,50,50,1129210061,1129.210061
295,1,20,20,407712623,407.712623
296,1,10,10,191041559,191.041559
297,1,20,20,467940407,467.940407
298,1,50,50,1159594735,1159.594735
299,1,10,10,233859583,233.859583
300,1,30,30,699069422,699.069422
301,1,50,50,1160932020,1160.932020
302,1,10,10,221510155,221.510155
303,1,20,20,460341481,460.341481
304,1,30,30,704150490,704.150490
305,1,50,50,1056847523,1056.847523
306,1,20,20,399439241,399.439241
307,1,30,30,616731997,616.731997
308,1,10,10,197452292,197.452292
309,1,20,20,433358814,433.358814
310,1,30,30,650644076,650.644076
311,1,50,50,1066217349,1066.217349
312,1,10,10,196566705,196.566705
313,1,10,10,204142945,204.142945
314,1,20,20,414193023,414.193023
315,1,50,50,1150920467,1150.920467
316,1,30,30,641405217,641.405217
317,1,20,20,401266432,401.266432
318,1,30,30,600151531,600.151531
319,1,10,10,198832971,198.832971
320,1,50,50,1036224713,1036.224713
321,1,50,50,1053291579,1053.291579
322,1,20,20,429679828,429.679828
323,1,10,10,218736314,218.736314
324,1,30,30,636170020,636.170020
325,1,10,10,230038049,230.038049
326,1,50,50,1142661482,1142.661482
327,1,30,30,692558778,692.558778
328,1,20,20,463672477,463.672477
329,1,10,10,207589961,207.589961
330,1,50,50,1142519889,1142.519889
331,1,30,30,639072905,639.072905
332,1,20,20,426403036,426.403036
333,1,30,30,643248471,643.248471
334,1,50,50,1071054580,1071.054580
335,1,20,20,433019579,433.019579
336,1,10,10,220848255,220.848255
337,1,50,50,1102112446,1102.112446
338,1,20,20,433131800,433.131800
339,1,10,10,217329038,217.329038
340,1,30,30,642096237,642.096237
341,1,20,20,426865367,426.865367
342,1,30,30,674052806,674.052806
343,1,50,50,1149585364,1149.585364
344,1,10,10,207392854,207.392854
345,1,20,20,442158950,442.158950
346,1,30,30,667301734,667.301734
347,1,50,50,1101944086,1101.944086
348,1,10,10,228521855,228.521855
349,1,50,50,1054372540,1054.372540
350,1,20,20,426960231,426.960231
351,1,30,30,635291099,635.291099
352,1,10,10,206433939,206.433939
353,1,20,20,415928736,415.928736
354,1,10,10,207121109,207.121109
355,1,30,30,631296732,631.296732
356,1,50,50,1041983442,1041.983442
357,1,50,50,1142135618,1142.135618
358,1,20,20,430368514,430.368514
359,1,30,30,639382300,639.382300
360,1,10,10,219535006,219.535006
361,1,50,50,1144392030,1144.392030
362,1,30,30,698639170,698.639170
363,1,10,10,200814658,200.814658
364,1,20,20,400776644,400.776644
365,1,50,50,1073997588,1073.997588
366,1,20,20,412842263,412.842263
367,1,10,10,196246368,196.246368
368,1,30,30,608006083,608.006083
369,1,20,20,425970481,425.970481
370,1,50,50,1054140107,1054.140107
371,1,30,30,631556712,631.556712
372,1,10,10,220758105,220.758105
373,1,20,20,445983108,445.983108
374,1,10,10,226258508,226.258508
375,1,50,50,1102411868,1102.411868
376,1,30,30,670136344,670.136344
377,1,50,50,1066903949,1066.903949
378,1,30,30,640809566,640.809566
379,1,20,20,396976851,396.976851
380,1,10,10,195870044,195.870044
381,1,10,10,186720930,186.720930
382,1,50,50,1032274351,1032.274351
383,1,20,20,382230400,382.230400
384,1,30,30,581648263,581.648263
385,1,50,50,1050349462,1050.349462
386,1,30,30,632241266,632.241266
387,1,20,20,426663273,426.663273
388,1,10,10,198176104,198.176104
389,1,30,30,637527873,637.527873
390,1,10,10,218274995,218.274995
391,1,20,20,428612388,428.612388
392,1,50,50,1052058337,1052.058337
393,1,20,20,409703296,409.703296
394,1,50,50,1020380834,1020.380834
395,1,10,10,186921126,186.921126
396,1,30,30,615537179,615.537179
397,1,30,30,586600872,586.600872
398,1,10,10,185745913,185.745913
399,1,20,20,380925538,380.925538
400,1,50,50,1022709913,1022.709913
401,1,10,10,172490403,172.490403
402,1,20,20,393401862,393.401862
403,1,30,30,613723556,613.723556
404,1,50,50,1030241354,1030.241354
405,1,50,50,1069904154,1069.904154
406,1,30,30,646917250,646.917250
407,1,10,10,221741858,221.741858
408,1,20,20,434948354,434.948354
409,1,10,10,197471768,197.471768
410,1,20,20,402233942,402.233942
411,1,50,50,1028549947,1028.549947
412,1,30,30,618436613,618.436613
413,1,10,10,227016092,227.016092
414,1,20,20,459595395,459.595395
415,1,30,30,678423591,678.423591
416,1,50,50,1165677263,1165.677263
417,1,10,10,220221461,220.221461
418,1,50,50,1145221984,1145.221984
419,1,30,30,643284081,643.284081
420,1,20,20,432434735,432.434735
421,1,50,50,1056066656,1056.066656
422,1,20,20,399030178,399.030178
423,1,30,30,638762476,638.762476
424,1,10,10,198822860,198.822860
425,1,10,10,198542750,198.542750
426,1,20,20,398768351,398.768351
427,1,50,50,1033748683,1033.748683
428,1,30,30,587680627,587.680627
429,1,10,10,207575823,207.575823
430,1,20,20,434195501,434.195501
431,1,30,30,642092820,642.092820
432,1,50,50,1070066924,1070.066924
433,1,50,50,1056149130,1056.149130
434,1,20,20,419644369,419.644369
435,1,30,30,626322312,626.322312
436,1,10,10,214817637,214.817637
437,1,10,10,193247142,193.247142
438,1,50,50,1051359868,1051.359868
439,1,20,20,428524141,428.524141
440,1,30,30,636178059,636.178059
441,1,50,50,1050223446,1050.223446
442,1,30,30,596508333,596.508333
443,1,10,10,185242462,185.242462
444,1,20,20,392294651,392.294651
445,1,30,30,641789518,641.789518
446,1,20,20,432985185,432.985185
447,1,10,10,216256036,216.256036
448,1,50,50,1071296392,1071.296392
449,1,50,50,1138970566,1138.970566
450,1,20,20,428081098,428.081098
451,1,30,30,673274388,673.274388
452,1,10,10,199316237,199.316237
453,1,30,30,636686542,636.686542
454,1,50,50,1130588959,1130.588959
455,1,10,10,220342501,220.342501
456,1,20,20,433693981,433.693981
457,1,10,10,194132894,194.132894
458,1,20,20,414852448,414.852448
459,1,50,50,1058416453,1058.416453
460,1,30,30,620208355,620.208355
461,1,50,50,1034177970,1034.177970
462,1,20,20,422012717,422.012717
463,1,10,10,172653811,172.653811
464,1,30,30,628470778,628.470778
465,1,10,10,195115070,195.115070
466,1,50,50,1116312498,1116.312498
467,1,20,20,447742715,447.742715
468,1,30,30,674958943,674.958943
469,1,30,30,641622477,641.622477
470,1,50,50,1106416047,1106.416047
471,1,10,10,221861802,221.861802
472,1,20,20,436217748,436.217748
473,1,50,50,1061101576,1061.101576
474,1,20,20,414678942,414.678942
475,1,30,30,615821008,615.821008
476,1,10,10,196238321,196.238321
477,1,30,30,673773246,673.773246
478,1,20,20,415178075,415.178075
479,1,50,50,1107539252,1107.539252
480,1,10,10,199950111,199.950111
481,1,50,50,1071003584,1071.003584
482,1,10,10,216887472,216.887472
483,1,20,20,432705301,432.705301
484,1,30,30,642507603,642.507603
485,1,20,20,431074345,431.074345
486,1,30,30,639621503,639.621503
487,1,50,50,1066060921,1066.060921
488,1,10,10,219345409,219.345409
489,1,50,50,1064195451,1064.195451
490,1,30,30,640500352,640.500352
491,1,20,20,396584968,396.584968
492,1,10,10,183015573,183.015573
493,1,30,30,619397381,619.397381
494,1,50,50,1034480220,1034.480220
495,1,10,10,173227221,173.227221
496,1,20,20,399017657,399.017657
497,1,10,10,195101228,195.101228
498,1,50,50,1051362273,1051.362273
499,1,30,30,636807614,636.807614
500,1,20,20,410691432,410.691432
501,1,10,10,195505371,195.505371
502,1,20,20,426131301,426.131301
503,1,50,50,1042827408,1042.827408
504,1,30,30,631390326,631.390326
505,1,50,50,1070690248,1070.690248
506,1,20,20,431680123,431.680123
507,1,30,30,639968678,639.968678
508,1,10,10,219004460,219.004460
509,1,10,10,230343715,230.343715
510,1,30,30,682203779,682.203779
511,1,20,20,463673004,463.673004
512,1,50,50,1141193896,1141.193896
513,1,10,10,201178658,201.178658
514,1,30,30,604040699,604.040699
515,1,20,20,404646836,404.646836
516,1,50,50,1023226898,1023.226898
517,1,20,20,427057758,427.057758
518,1,30,30,632284379,632.284379
519,1,10,10,204887421,204.887421
520,1,50,50,1064217093,1064.217093
521,1,30,30,620452601,620.452601
522,1,50,50,1049517341,1049.517341
523,1,10,10,206184573,206.184573
524,1,20,20,415700917,415.700917
525,1,30,30,608572904,608.572904
526,1,10,10,198702232,198.702232
527,1,50,50,1028035072,1028.035072
528,1,20,20,397092495,397.092495
529,1,50,50,1054009631,1054.009631
530,1,10,10,201925898,201.925898
531,1,30,30,629246427,629.246427
532,1,20,20,414361631,414.361631
533,1,20,20,414728184,414.728184
534,1,30,30,677043396,677.043396
535,1,50,50,1141833471,1141.833471
536,1,10,10,206355053,206.355053
537,1,10,10,202269457,202.269457
538,1,50,50,1143416652,1143.416652
539,1,30,30,686957551,686.957551
540,1,20,20,425346552,425.346552
541,1,50,50,1071028595,1071.028595
542,1,20,20,414244015,414.244015
543,1,10,10,205597259,205.597259
544,1,30,30,641646460,641.646460
545,1,20,20,398986941,398.986941
546,1,10,10,198649780,198.649780
547,1,50,50,1043473900,1043.473900
548,1,30,30,594986718,594.986718
549,1,20,20,459741424,459.741424
550,1,30,30,686368380,686.368380
551,1,10,10,228633993,228.633993
552,1,50,50,1141159911,1141.159911
553,1,10,10,187836941,187.836941
554,1,30,30,566294576,566.294576
555,1,50,50,1130700298,1130.700298
556,1,20,20,381699485,381.699485
557,1,50,50,1058702549,1058.702549
558,1,30,30,642149453,642.149453
559,1,20,20,405219723,405.219723
560,1,10,10,198764906,198.764906
561,1,30,30,645178280,645.178280
562,1,20,20,434038571,434.038571
563,1,10,10,220226732,220.226732
564,1,50,50,1053107173,1053.107173
565,1,20,20,433602156,433.602156
566,1,30,30,644521855,644.521855
567,1,10,10,218507589,218.507589
568,1,50,50,1068980267,1068.980267
569,1,10,10,190209985,190.209985
570,1,50,50,1082217839,1082.217839
571,1,20,20,384133102,384.133102
572,1,30,30,581868369,581.868369
573,1,30,30,611908426,611.908426
574,1,10,10,196166830,196.166830
575,1,50,50,1026476261,1026.476261
576,1,20,20,381181229,381.181229
577,1,10,10,204200662,204.200662
578,1,20,20,460057841,460.057841
579,1,50,50,1148953915,1148.953915
580,1,30,30,693906558,693.906558
581,1,10,10,207142935,207.142935
582,1,50,50,1060280813,1060.280813
583,1,30,30,638390852,638.390852
584,1,20,20,418351378,418.351378
585,1,30,30,625800691,625.800691
586,1,20,20,396516866,396.516866
587,1,50,50,1036246287,1036.246287
588,1,10,10,197657857,197.657857
589,1,50,50,1060593898,1060.593898
590,1,20,20,384563951,384.563951
591,1,30,30,581427164,581.427164
592,1,10,10,187536136,187.536136
593,1,30,30,622369619,622.369619
594,1,50,50,1051574769,1051.574769
595,1,20,20,412351187,412.351187
596,1,10,10,205248070,205.248070
597,1,50,50,1125220786,1125.220786
598,1,20,20,459632619,459.632619
599,1,10,10,229550928,229.550928
600,1,30,30,678718235,678.718235
601,1,20,20,464857068,464.857068
602,1,10,10,231247155,231.247155
603,1,50,50,1153498075,1153.498075
604,1,30,30,694778003,694.778003
605,1,50,50,1114142899,1114.142899
606,1,20,20,451092046,451.092046
607,1,30,30,668206803,668.206803
608,1,10,10,230914645,230.914645
609,1,30,30,687951100,687.951100
610,1,10,10,232424530,232.424530
611,1,20,20,460851139,460.851139
612,1,50,50,1143908983,1143.908983
613,1,20,20,446619515,446.619515
614,1,50,50,1112699371,1112.699371
615,1,30,30,671880305,671.880305
616,1,10,10,196456721,196.456721
617,1,50,50,1048636652,1048.636652
618,1,20,20,413688999,413.688999
619,1,30,30,617367136,617.367136
620,1,10,10,197038902,197.038902
621,1,50,50,1067584370,1067.584370
622,1,10,10,205209112,205.209112
623,1,20,20,429747285,429.747285
624,1,30,30,639170504,639.170504
625,1,10,10,218617457,218.617457
626,1,30,30,638306200,638.306200
627,1,50,50,1073705971,1073.705971
628,1,20,20,430605508,430.605508
629,1,20,20,460357338,460.357338
630,1,50,50,1124239720,1124.239720
631,1,30,30,678493823,678.493823
632,1,10,10,220936371,220.936371
633,1,30,30,671697791,671.697791
634,1,50,50,1156438797,1156.438797
635,1,20,20,450852621,450.852621
636,1,10,10,228791053,228.791053
637,1,30,30,680535922,680.535922
638,1,50,50,1128660652,1128.660652
639,1,10,10,230856539,230.856539
640,1,20,20,454199148,454.199148
641,1,50,50,1066173104,1066.173104
642,1,10,10,198340660,198.340660
643,1,30,30,640750333,640.750333
644,1,20,20,431545899,431.545899
645,1,30,30,680338734,680.338734
646,1,50,50,1117670613,1117.670613
647,1,20,20,445869153,445.869153
648,1,10,10,214582192,214.582192
649,1,20,20,410806158,410.806158
650,1,10,10,195999481,195.999481
651,1,50,50,1022812881,1022.812881
652,1,30,30,617316745,617.316745
653,1,50,50,1068131527,1068.131527
654,1,20,20,431581222,431.581222
655,1,10,10,199296304,199.296304
656,1,30,30,641326766,641.326766
657,1,20,20,430832306,430.832306
658,1,30,30,672389886,672.389886
659,1,50,50,1110641199,1110.641199
660,1,10,10,220361168,220.361168
661,1,30,30,683849064,683.849064
662,1,20,20,465442302,465.442302
663,1,50,50,1142560085,1142.560085
664,1,10,10,231493259,231.493259
665,1,10,10,202229170,202.229170
666,1,20,20,407572468,407.572468
667,1,50,50,1016067893,1016.067893
668,1,30,30,612234606,612.234606
669,1,50,50,1152731815,1152.731815
670,1,20,20,468125472,468.125472
671,1,30,30,700439843,700.439843
672,1,10,10,227862501,227.862501
673,1,30,30,638977775,638.977775
674,1,50,50,1060841955,1060.841955
675,1,10,10,204663281,204.663281
676,1,20,20,412473532,412.473532
677,1,10,10,204393330,204.393330
678,1,20,20,412219050,412.219050
679,1,50,50,1137212179,1137.212179
680,1,30,30,675833216,675.833216
681,1,20,20,427664517,427.664517
682,1,50,50,1070426875,1070.426875
683,1,10,10,204480283,204.480283
684,1,30,30,634741570,634.741570
685,1,50,50,1030077611,1030.077611
686,1,20,20,399239093,399.239093
687,1,30,30,593771634,593.771634
688,1,10,10,196178394,196.178394
689,1,20,20,417256974,417.256974
690,1,50,50,1041904312,1041.904312
691,1,30,30,625574431,625.574431
692,1,10,10,206559735,206.559735
693,1,20,20,431455351,431.455351
694,1,50,50,1128036345,1128.036345
695,1,10,10,199568673,199.568673
696,1,30,30,634948155,634.948155
697,1,20,20,428248917,428.248917
698,1,10,10,218327397,218.327397
699,1,50,50,1108466254,1108.466254
700,1,30,30,635420787,635.420787
701,1,20,20,410937210,410.937210
702,1,30,30,648710336,648.710336
703,1,50,50,1078233972,1078.233972
704,1,10,10,199545318,199.545318
705,1,20,20,402272013,402.272013
706,1,50,50,1040797838,1040.797838
707,1,30,30,595952590,595.952590
708,1,10,10,199380626,199.380626
709,1,10,10,214117003,214.117003
710,1,20,20,418376695,418.376695
711,1,30,30,622624164,622.624164
712,1,50,50,1123335792,1123.335792
713,1,50,50,1042879298,1042.879298
714,1,30,30,587953700,587.953700
715,1,10,10,195061819,195.061819
716,1,20,20,392071431,392.071431
717,1,50,50,1067144540,1067.144540
718,1,20,20,412124429,412.124429
719,1,30,30,630333078,630.333078
720,1,10,10,204366453,204.366453
721,1,20,20,381022646,381.022646
722,1,30,30,589650707,589.650707
723,1,50,50,1074019357,1074.019357
724,1,10,10,171979309,171.979309
725,1,50,50,1051337654,1051.337654
726,1,30,30,606768254,606.768254
727,1,10,10,197898531,197.898531
728,1,20,20,405934442,405.934442
729,1,50,50,1050579248,1050.579248
730,1,30,30,635555047,635.555047
731,1,20,20,428947467,428.947467
732,1,10,10,218179772,218.179772
733,1,20,20,413380571,413.380571
734,1,50,50,1037374424,1037.374424
735,1,10,10,207222682,207.222682
736,1,30,30,626532303,626.532303
737,1,50,50,1036232914,1036.232914
738,1,30,30,619348337,619.348337
739,1,20,20,400647400,400.647400
740,1,10,10,198783623,198.783623
741,1,50,50,1140308323,1140.308323
742,1,20,20,460121734,460.121734
743,1,10,10,195877327,195.877327
744,1,30,30,687349463,687.349463
745,1,20,20,428703893,428.703893
746,1,10,10,195128971,195.128971
747,1,50,50,1093281725,1093.281725
748,1,30,30,659454803,659.454803
749,1,30,30,636797749,636.797749
750,1,10,10,218763252,218.763252
751,1,20,20,429169211,429.169211
752,1,50,50,1055887079,1055.887079
753,1,50,50,1149284318,1149.284318
754,1,30,30,675688858,675.688858
755,1,10,10,221803300,221.803300
756,1,20,20,448893818,448.893818
757,1,20,20,414250930,414.250930
758,1,50,50,1066830747,1066.830747
759,1,30,30,618953182,618.953182
760,1,10,10,198348929,198.348929
761,1,20,20,402747797,402.747797
762,1,50,50,1026379893,1026.379893
763,1,30,30,613559992,613.559992
764,1,10,10,190590707,190.590707
765,1,20,20,431549318,431.549318
766,1,10,10,195650415,195.650415
767,1,30,30,641046676,641.046676
768,1,50,50,1064840307,1064.840307
769,1,30,30,615698282,615.698282
770,1,50,50,1116030132,1116.030132
771,1,10,10,206277219,206.277219
772,1,20,20,415180033,415.180033
773,1,50,50,1034258104,1034.258104
774,1,30,30,635430633,635.430633
775,1,10,10,208663831,208.663831
776,1,20,20,419981220,419.981220
777,1,10,10,197359676,197.359676
778,1,20,20,415590006,415.590006
779,1,50,50,1068061521,1068.061521
780,1,30,30,615704651,615.704651
781,1,20,20,377960981,377.960981
782,1,50,50,1052478582,1052.478582
783,1,10,10,193467345,193.467345
784,1,30,30,621102876,621.102876
785,1,20,20,435847019,435.847019
786,1,30,30,647311334,647.311334
787,1,50,50,1077191529,1077.191529
788,1,10,10,207166479,207.166479
789,1,50,50,1112542894,1112.542894
790,1,20,20,415063517,415.063517
791,1,30,30,670702062,670.702062
792,1,10,10,204996835,204.996835
793,1,50,50,1140669316,1140.669316
794,1,10,10,198756525,198.756525
795,1,30,30,636026561,636.026561
796,1,20,20,430109757,430.109757
797,1,50,50,1101072499,1101.072499
