source,qid,kind,quality_pool,scored_pool,candidate_rank,rerank_rank,scored_pool_latency_ms
hybrid,exact-014,exact,10,100,1,1,1260.270
hybrid,exact-014,exact,20,100,1,1,1260.270
hybrid,exact-014,exact,30,100,1,1,1260.270
hybrid,exact-014,exact,50,100,1,1,1260.270
hybrid,exact-014,exact,100,100,1,1,1260.270
hybrid,exact-015,exact,10,100,1,1,1266.480
hybrid,exact-015,exact,20,100,1,1,1266.480
hybrid,exact-015,exact,30,100,1,1,1266.480
hybrid,exact-015,exact,50,100,1,1,1266.480
hybrid,exact-015,exact,100,100,1,1,1266.480
hybrid,exact-016,exact,10,100,1,1,1139.683
hybrid,exact-016,exact,20,100,1,1,1139.683
hybrid,exact-016,exact,30,100,1,1,1139.683
hybrid,exact-016,exact,50,100,1,1,1139.683
hybrid,exact-016,exact,100,100,1,1,1139.683
hybrid,exact-017,exact,10,100,1,1,1335.347
hybrid,exact-017,exact,20,100,1,1,1335.347
hybrid,exact-017,exact,30,100,1,1,1335.347
hybrid,exact-017,exact,50,100,1,1,1335.347
hybrid,exact-017,exact,100,100,1,1,1335.347
hybrid,exact-018,exact,10,100,1,1,1489.404
hybrid,exact-018,exact,20,100,1,1,1489.404
hybrid,exact-018,exact,30,100,1,1,1489.404
hybrid,exact-018,exact,50,100,1,1,1489.404
hybrid,exact-018,exact,100,100,1,1,1489.404
hybrid,exact-019,exact,10,100,1,1,1368.536
hybrid,exact-019,exact,20,100,1,1,1368.536
hybrid,exact-019,exact,30,100,1,1,1368.536
hybrid,exact-019,exact,50,100,1,1,1368.536
hybrid,exact-019,exact,100,100,1,1,1368.536
hybrid,exact-020,exact,10,100,1,1,1520.393
hybrid,exact-020,exact,20,100,1,1,1520.393
hybrid,exact-020,exact,30,100,1,1,1520.393
hybrid,exact-020,exact,50,100,1,1,1520.393
hybrid,exact-020,exact,100,100,1,1,1520.393
hybrid,exact-021,exact,10,100,1,1,1522.948
hybrid,exact-021,exact,20,100,1,1,1522.948
hybrid,exact-021,exact,30,100,1,1,1522.948
hybrid,exact-021,exact,50,100,1,1,1522.948
hybrid,exact-021,exact,100,100,1,1,1522.948
hybrid,exact-022,exact,10,100,1,1,1639.249
hybrid,exact-022,exact,20,100,1,1,1639.249
hybrid,exact-022,exact,30,100,1,1,1639.249
hybrid,exact-022,exact,50,100,1,1,1639.249
hybrid,exact-022,exact,100,100,1,1,1639.249
hybrid,exact-023,exact,10,100,3,3,1563.356
hybrid,exact-023,exact,20,100,3,3,1563.356
hybrid,exact-023,exact,30,100,3,3,1563.356
hybrid,exact-023,exact,50,100,3,3,1563.356
hybrid,exact-023,exact,100,100,3,3,1563.356
hybrid,exact-024,exact,10,100,3,1,1171.353
hybrid,exact-024,exact,20,100,3,1,1171.353
hybrid,exact-024,exact,30,100,3,1,1171.353
hybrid,exact-024,exact,50,100,3,1,1171.353
hybrid,exact-024,exact,100,100,3,1,1171.353
hybrid,exact-025,exact,10,100,10,4,1201.928
hybrid,exact-025,exact,20,100,10,4,1201.928
hybrid,exact-025,exact,30,100,10,4,1201.928
hybrid,exact-025,exact,50,100,10,4,1201.928
hybrid,exact-025,exact,100,100,10,4,1201.928
hybrid,exact-026,exact,10,100,1,1,1182.315
hybrid,exact-026,exact,20,100,1,1,1182.315
hybrid,exact-026,exact,30,100,1,1,1182.315
hybrid,exact-026,exact,50,100,1,1,1182.315
hybrid,exact-026,exact,100,100,1,1,1182.315
hybrid,exact-027,exact,10,100,2,1,1149.526
hybrid,exact-027,exact,20,100,2,1,1149.526
hybrid,exact-027,exact,30,100,2,1,1149.526
hybrid,exact-027,exact,50,100,2,1,1149.526
hybrid,exact-027,exact,100,100,2,1,1149.526
hybrid,exact-028,exact,10,100,1,1,1257.960
hybrid,exact-028,exact,20,100,1,1,1257.960
hybrid,exact-028,exact,30,100,1,1,1257.960
hybrid,exact-028,exact,50,100,1,1,1257.960
hybrid,exact-028,exact,100,100,1,1,1257.960
hybrid,exact-029,exact,10,100,1,1,953.876
hybrid,exact-029,exact,20,100,1,1,953.876
hybrid,exact-029,exact,30,100,1,1,953.876
hybrid,exact-029,exact,50,100,1,1,953.876
hybrid,exact-029,exact,100,100,1,1,953.876
hybrid,exact-030,exact,10,100,2,8,1014.189
hybrid,exact-030,exact,20,100,2,10,1014.189
hybrid,exact-030,exact,30,100,2,0,1014.189
hybrid,exact-030,exact,50,100,2,0,1014.189
hybrid,exact-030,exact,100,100,2,0,1014.189
hybrid,exact-031,exact,10,100,1,2,1118.136
hybrid,exact-031,exact,20,100,1,2,1118.136
hybrid,exact-031,exact,30,100,1,2,1118.136
hybrid,exact-031,exact,50,100,1,2,1118.136
hybrid,exact-031,exact,100,100,1,2,1118.136
hybrid,exact-032,exact,10,100,1,1,1107.591
hybrid,exact-032,exact,20,100,1,1,1107.591
hybrid,exact-032,exact,30,100,1,1,1107.591
hybrid,exact-032,exact,50,100,1,1,1107.591
hybrid,exact-032,exact,100,100,1,1,1107.591
hybrid,exact-033,exact,10,100,1,1,1105.277
hybrid,exact-033,exact,20,100,1,1,1105.277
hybrid,exact-033,exact,30,100,1,1,1105.277
hybrid,exact-033,exact,50,100,1,1,1105.277
hybrid,exact-033,exact,100,100,1,1,1105.277
hybrid,exact-034,exact,10,100,2,1,981.433
hybrid,exact-034,exact,20,100,2,1,981.433
hybrid,exact-034,exact,30,100,2,1,981.433
hybrid,exact-034,exact,50,100,2,1,981.433
hybrid,exact-034,exact,100,100,2,1,981.433
hybrid,exact-035,exact,10,100,1,1,1062.205
hybrid,exact-035,exact,20,100,1,1,1062.205
hybrid,exact-035,exact,30,100,1,1,1062.205
hybrid,exact-035,exact,50,100,1,1,1062.205
hybrid,exact-035,exact,100,100,1,1,1062.205
hybrid,exact-036,exact,10,100,1,2,1026.989
hybrid,exact-036,exact,20,100,1,2,1026.989
hybrid,exact-036,exact,30,100,1,2,1026.989
hybrid,exact-036,exact,50,100,1,2,1026.989
hybrid,exact-036,exact,100,100,1,2,1026.989
hybrid,exact-037,exact,10,100,5,1,1043.929
hybrid,exact-037,exact,20,100,5,1,1043.929
hybrid,exact-037,exact,30,100,5,1,1043.929
hybrid,exact-037,exact,50,100,5,1,1043.929
hybrid,exact-037,exact,100,100,5,1,1043.929
hybrid,exact-038,exact,10,100,1,1,1057.876
hybrid,exact-038,exact,20,100,1,1,1057.876
hybrid,exact-038,exact,30,100,1,1,1057.876
hybrid,exact-038,exact,50,100,1,1,1057.876
hybrid,exact-038,exact,100,100,1,1,1057.876
hybrid,exact-039,exact,10,100,3,5,1193.930
hybrid,exact-039,exact,20,100,3,5,1193.930
hybrid,exact-039,exact,30,100,3,5,1193.930
hybrid,exact-039,exact,50,100,3,5,1193.930
hybrid,exact-039,exact,100,100,3,6,1193.930
hybrid,exact-040,exact,10,100,1,1,1201.706
hybrid,exact-040,exact,20,100,1,1,1201.706
hybrid,exact-040,exact,30,100,1,1,1201.706
hybrid,exact-040,exact,50,100,1,1,1201.706
hybrid,exact-040,exact,100,100,1,1,1201.706
hybrid,exact-041,exact,10,100,1,1,1179.459
hybrid,exact-041,exact,20,100,1,1,1179.459
hybrid,exact-041,exact,30,100,1,1,1179.459
hybrid,exact-041,exact,50,100,1,1,1179.459
hybrid,exact-041,exact,100,100,1,1,1179.459
hybrid,exact-042,exact,10,100,1,1,1097.546
hybrid,exact-042,exact,20,100,1,1,1097.546
hybrid,exact-042,exact,30,100,1,1,1097.546
hybrid,exact-042,exact,50,100,1,1,1097.546
hybrid,exact-042,exact,100,100,1,1,1097.546
hybrid,exact-043,exact,10,100,1,1,1486.684
hybrid,exact-043,exact,20,100,1,1,1486.684
hybrid,exact-043,exact,30,100,1,1,1486.684
hybrid,exact-043,exact,50,100,1,1,1486.684
hybrid,exact-043,exact,100,100,1,1,1486.684
hybrid,exact-044,exact,10,100,1,1,1304.628
hybrid,exact-044,exact,20,100,1,1,1304.628
hybrid,exact-044,exact,30,100,1,1,1304.628
hybrid,exact-044,exact,50,100,1,1,1304.628
hybrid,exact-044,exact,100,100,1,1,1304.628
hybrid,exact-045,exact,10,100,1,1,1320.903
hybrid,exact-045,exact,20,100,1,1,1320.903
hybrid,exact-045,exact,30,100,1,1,1320.903
hybrid,exact-045,exact,50,100,1,1,1320.903
hybrid,exact-045,exact,100,100,1,1,1320.903
hybrid,exact-046,exact,10,100,1,1,1648.703
hybrid,exact-046,exact,20,100,1,1,1648.703
hybrid,exact-046,exact,30,100,1,1,1648.703
hybrid,exact-046,exact,50,100,1,1,1648.703
hybrid,exact-046,exact,100,100,1,1,1648.703
hybrid,exact-047,exact,10,100,1,1,1415.275
hybrid,exact-047,exact,20,100,1,1,1415.275
hybrid,exact-047,exact,30,100,1,1,1415.275
hybrid,exact-047,exact,50,100,1,1,1415.275
hybrid,exact-047,exact,100,100,1,1,1415.275
hybrid,exact-048,exact,10,100,1,1,1467.005
hybrid,exact-048,exact,20,100,1,1,1467.005
hybrid,exact-048,exact,30,100,1,1,1467.005
hybrid,exact-048,exact,50,100,1,1,1467.005
hybrid,exact-048,exact,100,100,1,1,1467.005
hybrid,exact-049,exact,10,100,1,1,1339.524
hybrid,exact-049,exact,20,100,1,1,1339.524
hybrid,exact-049,exact,30,100,1,1,1339.524
hybrid,exact-049,exact,50,100,1,1,1339.524
hybrid,exact-049,exact,100,100,1,1,1339.524
hybrid,exact-050,exact,10,100,2,1,1459.103
hybrid,exact-050,exact,20,100,2,1,1459.103
hybrid,exact-050,exact,30,100,2,1,1459.103
hybrid,exact-050,exact,50,100,2,1,1459.103
hybrid,exact-050,exact,100,100,2,1,1459.103
hybrid,exact-051,exact,10,100,1,1,1245.892
hybrid,exact-051,exact,20,100,1,1,1245.892
hybrid,exact-051,exact,30,100,1,1,1245.892
hybrid,exact-051,exact,50,100,1,1,1245.892
hybrid,exact-051,exact,100,100,1,1,1245.892
hybrid,exact-052,exact,10,100,1,1,1504.558
hybrid,exact-052,exact,20,100,1,1,1504.558
hybrid,exact-052,exact,30,100,1,1,1504.558
hybrid,exact-052,exact,50,100,1,1,1504.558
hybrid,exact-052,exact,100,100,1,1,1504.558
hybrid,exact-053,exact,10,100,1,1,1490.259
hybrid,exact-053,exact,20,100,1,1,1490.259
hybrid,exact-053,exact,30,100,1,1,1490.259
hybrid,exact-053,exact,50,100,1,1,1490.259
hybrid,exact-053,exact,100,100,1,1,1490.259
hybrid,exact-054,exact,10,100,5,6,1596.406
hybrid,exact-054,exact,20,100,5,7,1596.406
hybrid,exact-054,exact,30,100,5,7,1596.406
hybrid,exact-054,exact,50,100,5,7,1596.406
hybrid,exact-054,exact,100,100,5,8,1596.406
hybrid,exact-055,exact,10,100,1,1,1569.000
hybrid,exact-055,exact,20,100,1,1,1569.000
hybrid,exact-055,exact,30,100,1,1,1569.000
hybrid,exact-055,exact,50,100,1,1,1569.000
hybrid,exact-055,exact,100,100,1,1,1569.000
hybrid,exact-056,exact,10,100,1,1,1595.466
hybrid,exact-056,exact,20,100,1,1,1595.466
hybrid,exact-056,exact,30,100,1,1,1595.466
hybrid,exact-056,exact,50,100,1,1,1595.466
hybrid,exact-056,exact,100,100,1,1,1595.466
hybrid,exact-057,exact,10,100,1,1,1523.167
hybrid,exact-057,exact,20,100,1,1,1523.167
hybrid,exact-057,exact,30,100,1,1,1523.167
hybrid,exact-057,exact,50,100,1,1,1523.167
hybrid,exact-057,exact,100,100,1,1,1523.167
hybrid,exact-058,exact,10,100,1,1,1444.455
hybrid,exact-058,exact,20,100,1,1,1444.455
hybrid,exact-058,exact,30,100,1,1,1444.455
hybrid,exact-058,exact,50,100,1,1,1444.455
hybrid,exact-058,exact,100,100,1,1,1444.455
hybrid,exact-059,exact,10,100,3,1,1316.992
hybrid,exact-059,exact,20,100,3,1,1316.992
hybrid,exact-059,exact,30,100,3,1,1316.992
hybrid,exact-059,exact,50,100,3,1,1316.992
hybrid,exact-059,exact,100,100,3,1,1316.992
hybrid,exact-060,exact,10,100,1,1,1516.809
hybrid,exact-060,exact,20,100,1,1,1516.809
hybrid,exact-060,exact,30,100,1,1,1516.809
hybrid,exact-060,exact,50,100,1,1,1516.809
hybrid,exact-060,exact,100,100,1,1,1516.809
hybrid,exact-061,exact,10,100,1,1,1558.315
hybrid,exact-061,exact,20,100,1,1,1558.315
hybrid,exact-061,exact,30,100,1,1,1558.315
hybrid,exact-061,exact,50,100,1,1,1558.315
hybrid,exact-061,exact,100,100,1,1,1558.315
hybrid,exact-062,exact,10,100,1,1,1586.232
hybrid,exact-062,exact,20,100,1,1,1586.232
hybrid,exact-062,exact,30,100,1,1,1586.232
hybrid,exact-062,exact,50,100,1,1,1586.232
hybrid,exact-062,exact,100,100,1,1,1586.232
hybrid,exact-063,exact,10,100,2,1,1283.721
hybrid,exact-063,exact,20,100,2,1,1283.721
hybrid,exact-063,exact,30,100,2,1,1283.721
hybrid,exact-063,exact,50,100,2,1,1283.721
hybrid,exact-063,exact,100,100,2,1,1283.721
hybrid,exact-064,exact,10,100,1,1,1607.279
hybrid,exact-064,exact,20,100,1,1,1607.279
hybrid,exact-064,exact,30,100,1,1,1607.279
hybrid,exact-064,exact,50,100,1,1,1607.279
hybrid,exact-064,exact,100,100,1,1,1607.279
hybrid,exact-065,exact,10,100,1,1,1510.321
hybrid,exact-065,exact,20,100,1,1,1510.321
hybrid,exact-065,exact,30,100,1,1,1510.321
hybrid,exact-065,exact,50,100,1,1,1510.321
hybrid,exact-065,exact,100,100,1,1,1510.321
hybrid,exact-066,exact,10,100,1,1,1487.783
hybrid,exact-066,exact,20,100,1,1,1487.783
hybrid,exact-066,exact,30,100,1,1,1487.783
hybrid,exact-066,exact,50,100,1,1,1487.783
hybrid,exact-066,exact,100,100,1,1,1487.783
hybrid,exact-067,exact,10,100,1,1,1301.949
hybrid,exact-067,exact,20,100,1,1,1301.949
hybrid,exact-067,exact,30,100,1,1,1301.949
hybrid,exact-067,exact,50,100,1,1,1301.949
hybrid,exact-067,exact,100,100,1,1,1301.949
hybrid,exact-068,exact,10,100,4,1,1121.485
hybrid,exact-068,exact,20,100,4,1,1121.485
hybrid,exact-068,exact,30,100,4,1,1121.485
hybrid,exact-068,exact,50,100,4,1,1121.485
hybrid,exact-068,exact,100,100,4,1,1121.485
hybrid,exact-069,exact,10,100,1,1,1385.036
hybrid,exact-069,exact,20,100,1,1,1385.036
hybrid,exact-069,exact,30,100,1,1,1385.036
hybrid,exact-069,exact,50,100,1,1,1385.036
hybrid,exact-069,exact,100,100,1,1,1385.036
hybrid,exact-070,exact,10,100,1,1,1358.942
hybrid,exact-070,exact,20,100,1,1,1358.942
hybrid,exact-070,exact,30,100,1,1,1358.942
hybrid,exact-070,exact,50,100,1,1,1358.942
hybrid,exact-070,exact,100,100,1,1,1358.942
hybrid,exact-071,exact,10,100,3,1,1146.852
hybrid,exact-071,exact,20,100,3,1,1146.852
hybrid,exact-071,exact,30,100,3,1,1146.852
hybrid,exact-071,exact,50,100,3,1,1146.852
hybrid,exact-071,exact,100,100,3,1,1146.852
hybrid,exact-072,exact,10,100,1,1,1023.333
hybrid,exact-072,exact,20,100,1,1,1023.333
hybrid,exact-072,exact,30,100,1,1,1023.333
hybrid,exact-072,exact,50,100,1,1,1023.333
hybrid,exact-072,exact,100,100,1,1,1023.333
hybrid,exact-073,exact,10,100,1,1,978.441
hybrid,exact-073,exact,20,100,1,1,978.441
hybrid,exact-073,exact,30,100,1,1,978.441
hybrid,exact-073,exact,50,100,1,1,978.441
hybrid,exact-073,exact,100,100,1,1,978.441
hybrid,exact-074,exact,10,100,1,1,1464.820
hybrid,exact-074,exact,20,100,1,1,1464.820
hybrid,exact-074,exact,30,100,1,1,1464.820
hybrid,exact-074,exact,50,100,1,1,1464.820
hybrid,exact-074,exact,100,100,1,1,1464.820
hybrid,exact-075,exact,10,100,2,1,1246.505
hybrid,exact-075,exact,20,100,2,1,1246.505
hybrid,exact-075,exact,30,100,2,1,1246.505
hybrid,exact-075,exact,50,100,2,1,1246.505
hybrid,exact-075,exact,100,100,2,1,1246.505
hybrid,exact-076,exact,10,100,1,1,1573.936
hybrid,exact-076,exact,20,100,1,1,1573.936
hybrid,exact-076,exact,30,100,1,1,1573.936
hybrid,exact-076,exact,50,100,1,1,1573.936
hybrid,exact-076,exact,100,100,1,1,1573.936
hybrid,exact-077,exact,10,100,1,1,1362.010
hybrid,exact-077,exact,20,100,1,1,1362.010
hybrid,exact-077,exact,30,100,1,1,1362.010
hybrid,exact-077,exact,50,100,1,1,1362.010
hybrid,exact-077,exact,100,100,1,1,1362.010
hybrid,exact-078,exact,10,100,1,1,899.662
hybrid,exact-078,exact,20,100,1,1,899.662
hybrid,exact-078,exact,30,100,1,1,899.662
hybrid,exact-078,exact,50,100,1,1,899.662
hybrid,exact-078,exact,100,100,1,1,899.662
hybrid,exact-079,exact,10,100,1,1,1166.201
hybrid,exact-079,exact,20,100,1,1,1166.201
hybrid,exact-079,exact,30,100,1,1,1166.201
hybrid,exact-079,exact,50,100,1,1,1166.201
hybrid,exact-079,exact,100,100,1,1,1166.201
hybrid,exact-080,exact,10,100,1,1,1244.417
hybrid,exact-080,exact,20,100,1,1,1244.417
hybrid,exact-080,exact,30,100,1,1,1244.417
hybrid,exact-080,exact,50,100,1,1,1244.417
hybrid,exact-080,exact,100,100,1,1,1244.417
hybrid,exact-081,exact,10,100,1,1,1169.918
hybrid,exact-081,exact,20,100,1,1,1169.918
hybrid,exact-081,exact,30,100,1,1,1169.918
hybrid,exact-081,exact,50,100,1,1,1169.918
hybrid,exact-081,exact,100,100,1,1,1169.918
hybrid,exact-082,exact,10,100,1,1,1457.545
hybrid,exact-082,exact,20,100,1,1,1457.545
hybrid,exact-082,exact,30,100,1,1,1457.545
hybrid,exact-082,exact,50,100,1,1,1457.545
hybrid,exact-082,exact,100,100,1,1,1457.545
hybrid,exact-083,exact,10,100,1,1,1165.691
hybrid,exact-083,exact,20,100,1,1,1165.691
hybrid,exact-083,exact,30,100,1,1,1165.691
hybrid,exact-083,exact,50,100,1,1,1165.691
hybrid,exact-083,exact,100,100,1,1,1165.691
hybrid,exact-084,exact,10,100,1,1,1507.051
hybrid,exact-084,exact,20,100,1,1,1507.051
hybrid,exact-084,exact,30,100,1,1,1507.051
hybrid,exact-084,exact,50,100,1,1,1507.051
hybrid,exact-084,exact,100,100,1,1,1507.051
hybrid,exact-085,exact,10,100,1,1,1461.876
hybrid,exact-085,exact,20,100,1,1,1461.876
hybrid,exact-085,exact,30,100,1,1,1461.876
hybrid,exact-085,exact,50,100,1,1,1461.876
hybrid,exact-085,exact,100,100,1,1,1461.876
hybrid,exact-086,exact,10,100,1,1,1343.578
hybrid,exact-086,exact,20,100,1,1,1343.578
hybrid,exact-086,exact,30,100,1,1,1343.578
hybrid,exact-086,exact,50,100,1,1,1343.578
hybrid,exact-086,exact,100,100,1,1,1343.578
hybrid,exact-087,exact,10,100,1,1,1100.730
hybrid,exact-087,exact,20,100,1,1,1100.730
hybrid,exact-087,exact,30,100,1,1,1100.730
hybrid,exact-087,exact,50,100,1,1,1100.730
hybrid,exact-087,exact,100,100,1,1,1100.730
hybrid,exact-088,exact,10,100,4,1,1278.368
hybrid,exact-088,exact,20,100,4,1,1278.368
hybrid,exact-088,exact,30,100,4,1,1278.368
hybrid,exact-088,exact,50,100,4,1,1278.368
hybrid,exact-088,exact,100,100,4,1,1278.368
hybrid,exact-089,exact,10,100,1,1,1325.448
hybrid,exact-089,exact,20,100,1,1,1325.448
hybrid,exact-089,exact,30,100,1,1,1325.448
hybrid,exact-089,exact,50,100,1,1,1325.448
hybrid,exact-089,exact,100,100,1,1,1325.448
hybrid,exact-090,exact,10,100,1,1,1328.855
hybrid,exact-090,exact,20,100,1,1,1328.855
hybrid,exact-090,exact,30,100,1,1,1328.855
hybrid,exact-090,exact,50,100,1,1,1328.855
hybrid,exact-090,exact,100,100,1,1,1328.855
hybrid,exact-091,exact,10,100,1,1,1121.466
hybrid,exact-091,exact,20,100,1,1,1121.466
hybrid,exact-091,exact,30,100,1,1,1121.466
hybrid,exact-091,exact,50,100,1,1,1121.466
hybrid,exact-091,exact,100,100,1,1,1121.466
hybrid,exact-092,exact,10,100,1,1,1177.246
hybrid,exact-092,exact,20,100,1,1,1177.246
hybrid,exact-092,exact,30,100,1,1,1177.246
hybrid,exact-092,exact,50,100,1,1,1177.246
hybrid,exact-092,exact,100,100,1,1,1177.246
hybrid,exact-093,exact,10,100,1,1,1131.980
hybrid,exact-093,exact,20,100,1,1,1131.980
hybrid,exact-093,exact,30,100,1,1,1131.980
hybrid,exact-093,exact,50,100,1,1,1131.980
hybrid,exact-093,exact,100,100,1,1,1131.980
hybrid,exact-094,exact,10,100,9,5,967.663
hybrid,exact-094,exact,20,100,9,5,967.663
hybrid,exact-094,exact,30,100,9,5,967.663
hybrid,exact-094,exact,50,100,9,5,967.663
hybrid,exact-094,exact,100,100,9,5,967.663
hybrid,exact-095,exact,10,100,6,3,1079.565
hybrid,exact-095,exact,20,100,6,3,1079.565
hybrid,exact-095,exact,30,100,6,3,1079.565
hybrid,exact-095,exact,50,100,6,3,1079.565
hybrid,exact-095,exact,100,100,6,3,1079.565
hybrid,exact-096,exact,10,100,2,1,1352.468
hybrid,exact-096,exact,20,100,2,1,1352.468
hybrid,exact-096,exact,30,100,2,1,1352.468
hybrid,exact-096,exact,50,100,2,1,1352.468
hybrid,exact-096,exact,100,100,2,1,1352.468
hybrid,exact-097,exact,10,100,1,1,1029.455
hybrid,exact-097,exact,20,100,1,1,1029.455
hybrid,exact-097,exact,30,100,1,1,1029.455
hybrid,exact-097,exact,50,100,1,1,1029.455
hybrid,exact-097,exact,100,100,1,1,1029.455
hybrid,exact-098,exact,10,100,6,2,1021.246
hybrid,exact-098,exact,20,100,6,2,1021.246
hybrid,exact-098,exact,30,100,6,2,1021.246
hybrid,exact-098,exact,50,100,6,2,1021.246
hybrid,exact-098,exact,100,100,6,2,1021.246
hybrid,exact-099,exact,10,100,1,1,1236.390
hybrid,exact-099,exact,20,100,1,1,1236.390
hybrid,exact-099,exact,30,100,1,1,1236.390
hybrid,exact-099,exact,50,100,1,1,1236.390
hybrid,exact-099,exact,100,100,1,1,1236.390
hybrid,exact-100,exact,10,100,1,1,1182.422
hybrid,exact-100,exact,20,100,1,1,1182.422
hybrid,exact-100,exact,30,100,1,1,1182.422
hybrid,exact-100,exact,50,100,1,1,1182.422
hybrid,exact-100,exact,100,100,1,1,1182.422
hybrid,exact-101,exact,10,100,1,4,1080.899
hybrid,exact-101,exact,20,100,1,4,1080.899
hybrid,exact-101,exact,30,100,1,4,1080.899
hybrid,exact-101,exact,50,100,1,4,1080.899
hybrid,exact-101,exact,100,100,1,4,1080.899
hybrid,exact-102,exact,10,100,1,4,1067.108
hybrid,exact-102,exact,20,100,1,4,1067.108
hybrid,exact-102,exact,30,100,1,4,1067.108
hybrid,exact-102,exact,50,100,1,4,1067.108
hybrid,exact-102,exact,100,100,1,4,1067.108
hybrid,exact-103,exact,10,100,1,1,1476.403
hybrid,exact-103,exact,20,100,1,1,1476.403
hybrid,exact-103,exact,30,100,1,1,1476.403
hybrid,exact-103,exact,50,100,1,1,1476.403
hybrid,exact-103,exact,100,100,1,1,1476.403
hybrid,exact-104,exact,10,100,1,1,1637.904
hybrid,exact-104,exact,20,100,1,1,1637.904
hybrid,exact-104,exact,30,100,1,1,1637.904
hybrid,exact-104,exact,50,100,1,1,1637.904
hybrid,exact-104,exact,100,100,1,1,1637.904
hybrid,exact-105,exact,10,100,1,1,1502.621
hybrid,exact-105,exact,20,100,1,1,1502.621
hybrid,exact-105,exact,30,100,1,1,1502.621
hybrid,exact-105,exact,50,100,1,1,1502.621
hybrid,exact-105,exact,100,100,1,1,1502.621
hybrid,exact-106,exact,10,100,1,1,1435.419
hybrid,exact-106,exact,20,100,1,1,1435.419
hybrid,exact-106,exact,30,100,1,1,1435.419
hybrid,exact-106,exact,50,100,1,1,1435.419
hybrid,exact-106,exact,100,100,1,1,1435.419
hybrid,exact-107,exact,10,100,1,1,1464.797
hybrid,exact-107,exact,20,100,1,1,1464.797
hybrid,exact-107,exact,30,100,1,1,1464.797
hybrid,exact-107,exact,50,100,1,1,1464.797
hybrid,exact-107,exact,100,100,1,1,1464.797
hybrid,exact-108,exact,10,100,1,1,1260.874
hybrid,exact-108,exact,20,100,1,1,1260.874
hybrid,exact-108,exact,30,100,1,1,1260.874
hybrid,exact-108,exact,50,100,1,1,1260.874
hybrid,exact-108,exact,100,100,1,1,1260.874
hybrid,exact-109,exact,10,100,1,1,1331.423
hybrid,exact-109,exact,20,100,1,1,1331.423
hybrid,exact-109,exact,30,100,1,1,1331.423
hybrid,exact-109,exact,50,100,1,1,1331.423
hybrid,exact-109,exact,100,100,1,1,1331.423
hybrid,exact-110,exact,10,100,1,1,1056.612
hybrid,exact-110,exact,20,100,1,1,1056.612
hybrid,exact-110,exact,30,100,1,1,1056.612
hybrid,exact-110,exact,50,100,1,1,1056.612
hybrid,exact-110,exact,100,100,1,1,1056.612
hybrid,exact-111,exact,10,100,3,1,1094.275
hybrid,exact-111,exact,20,100,3,1,1094.275
hybrid,exact-111,exact,30,100,3,1,1094.275
hybrid,exact-111,exact,50,100,3,1,1094.275
hybrid,exact-111,exact,100,100,3,1,1094.275
hybrid,exact-112,exact,10,100,1,1,1199.373
hybrid,exact-112,exact,20,100,1,1,1199.373
hybrid,exact-112,exact,30,100,1,1,1199.373
hybrid,exact-112,exact,50,100,1,1,1199.373
hybrid,exact-112,exact,100,100,1,1,1199.373
hybrid,exact-113,exact,10,100,1,1,1202.681
hybrid,exact-113,exact,20,100,1,1,1202.681
hybrid,exact-113,exact,30,100,1,1,1202.681
hybrid,exact-113,exact,50,100,1,1,1202.681
hybrid,exact-113,exact,100,100,1,1,1202.681
hybrid,exact-114,exact,10,100,1,1,1452.556
hybrid,exact-114,exact,20,100,1,1,1452.556
hybrid,exact-114,exact,30,100,1,1,1452.556
hybrid,exact-114,exact,50,100,1,1,1452.556
hybrid,exact-114,exact,100,100,1,1,1452.556
hybrid,exact-115,exact,10,100,2,1,1627.717
hybrid,exact-115,exact,20,100,2,1,1627.717
hybrid,exact-115,exact,30,100,2,1,1627.717
hybrid,exact-115,exact,50,100,2,1,1627.717
hybrid,exact-115,exact,100,100,2,1,1627.717
hybrid,exact-116,exact,10,100,1,1,1530.627
hybrid,exact-116,exact,20,100,1,1,1530.627
hybrid,exact-116,exact,30,100,1,1,1530.627
hybrid,exact-116,exact,50,100,1,1,1530.627
hybrid,exact-116,exact,100,100,1,1,1530.627
hybrid,exact-117,exact,10,100,1,1,1485.724
hybrid,exact-117,exact,20,100,1,1,1485.724
hybrid,exact-117,exact,30,100,1,1,1485.724
hybrid,exact-117,exact,50,100,1,1,1485.724
hybrid,exact-117,exact,100,100,1,1,1485.724
hybrid,exact-118,exact,10,100,1,1,1222.759
hybrid,exact-118,exact,20,100,1,1,1222.759
hybrid,exact-118,exact,30,100,1,1,1222.759
hybrid,exact-118,exact,50,100,1,1,1222.759
hybrid,exact-118,exact,100,100,1,1,1222.759
hybrid,exact-119,exact,10,100,1,1,1473.350
hybrid,exact-119,exact,20,100,1,1,1473.350
hybrid,exact-119,exact,30,100,1,1,1473.350
hybrid,exact-119,exact,50,100,1,1,1473.350
hybrid,exact-119,exact,100,100,1,1,1473.350
hybrid,exact-120,exact,10,100,1,1,1396.019
hybrid,exact-120,exact,20,100,1,1,1396.019
hybrid,exact-120,exact,30,100,1,1,1396.019
hybrid,exact-120,exact,50,100,1,1,1396.019
hybrid,exact-120,exact,100,100,1,1,1396.019
hybrid,semantic-001,semantic,10,100,1,1,1488.451
hybrid,semantic-001,semantic,20,100,1,1,1488.451
