source,qid,kind,quality_pool,scored_pool,candidate_rank,rerank_rank,scored_pool_latency_ms
bm25,semantic-030,semantic,20,100,1,5,1623.355
bm25,semantic-030,semantic,30,100,1,8,1623.355
bm25,semantic-030,semantic,50,100,1,0,1623.355
bm25,semantic-030,semantic,100,100,1,0,1623.355
bm25,semantic-031,semantic,10,100,1,4,1593.550
bm25,semantic-031,semantic,20,100,1,4,1593.550
bm25,semantic-031,semantic,30,100,1,4,1593.550
bm25,semantic-031,semantic,50,100,1,4,1593.550
bm25,semantic-031,semantic,100,100,1,4,1593.550
bm25,semantic-032,semantic,10,100,0,0,1537.704
bm25,semantic-032,semantic,20,100,0,0,1537.704
bm25,semantic-032,semantic,30,100,0,0,1537.704
bm25,semantic-032,semantic,50,100,43,1,1537.704
bm25,semantic-032,semantic,100,100,43,1,1537.704
bm25,semantic-033,semantic,10,100,1,1,1464.846
bm25,semantic-033,semantic,20,100,1,1,1464.846
bm25,semantic-033,semantic,30,100,1,1,1464.846
bm25,semantic-033,semantic,50,100,1,1,1464.846
bm25,semantic-033,semantic,100,100,1,1,1464.846
bm25,semantic-034,semantic,10,100,1,1,1531.930
bm25,semantic-034,semantic,20,100,1,1,1531.930
bm25,semantic-034,semantic,30,100,1,1,1531.930
bm25,semantic-034,semantic,50,100,1,1,1531.930
bm25,semantic-034,semantic,100,100,1,1,1531.930
bm25,semantic-035,semantic,10,100,1,1,1458.852
bm25,semantic-035,semantic,20,100,1,1,1458.852
bm25,semantic-035,semantic,30,100,1,1,1458.852
bm25,semantic-035,semantic,50,100,1,1,1458.852
bm25,semantic-035,semantic,100,100,1,1,1458.852
bm25,semantic-036,semantic,10,100,2,2,1443.713
bm25,semantic-036,semantic,20,100,2,2,1443.713
bm25,semantic-036,semantic,30,100,2,2,1443.713
bm25,semantic-036,semantic,50,100,2,2,1443.713
bm25,semantic-036,semantic,100,100,2,2,1443.713
bm25,semantic-037,semantic,10,100,1,7,1345.355
bm25,semantic-037,semantic,20,100,1,0,1345.355
bm25,semantic-037,semantic,30,100,1,0,1345.355
bm25,semantic-037,semantic,50,100,1,0,1345.355
bm25,semantic-037,semantic,100,100,1,0,1345.355
bm25,semantic-038,semantic,10,100,1,1,1403.550
bm25,semantic-038,semantic,20,100,1,1,1403.550
bm25,semantic-038,semantic,30,100,1,1,1403.550
bm25,semantic-038,semantic,50,100,1,1,1403.550
bm25,semantic-038,semantic,100,100,1,1,1403.550
bm25,semantic-039,semantic,10,100,3,4,1265.639
bm25,semantic-039,semantic,20,100,3,4,1265.639
bm25,semantic-039,semantic,30,100,3,4,1265.639
bm25,semantic-039,semantic,50,100,3,5,1265.639
bm25,semantic-039,semantic,100,100,3,5,1265.639
bm25,semantic-040,semantic,10,100,3,1,1436.806
bm25,semantic-040,semantic,20,100,3,1,1436.806
bm25,semantic-040,semantic,30,100,3,1,1436.806
bm25,semantic-040,semantic,50,100,3,1,1436.806
bm25,semantic-040,semantic,100,100,3,1,1436.806
bm25,semantic-041,semantic,10,100,9,1,1687.221
bm25,semantic-041,semantic,20,100,9,1,1687.221
bm25,semantic-041,semantic,30,100,9,2,1687.221
bm25,semantic-041,semantic,50,100,9,2,1687.221
bm25,semantic-041,semantic,100,100,9,2,1687.221
bm25,semantic-042,semantic,10,100,1,1,1674.674
bm25,semantic-042,semantic,20,100,1,1,1674.674
bm25,semantic-042,semantic,30,100,1,1,1674.674
bm25,semantic-042,semantic,50,100,1,1,1674.674
bm25,semantic-042,semantic,100,100,1,1,1674.674
bm25,semantic-043,semantic,10,100,3,1,1616.288
bm25,semantic-043,semantic,20,100,3,1,1616.288
bm25,semantic-043,semantic,30,100,3,1,1616.288
bm25,semantic-043,semantic,50,100,3,1,1616.288
bm25,semantic-043,semantic,100,100,3,1,1616.288
bm25,semantic-044,semantic,10,100,1,1,1507.288
bm25,semantic-044,semantic,20,100,1,1,1507.288
bm25,semantic-044,semantic,30,100,1,1,1507.288
bm25,semantic-044,semantic,50,100,1,1,1507.288
bm25,semantic-044,semantic,100,100,1,1,1507.288
bm25,semantic-045,semantic,10,100,2,1,1384.160
bm25,semantic-045,semantic,20,100,2,1,1384.160
bm25,semantic-045,semantic,30,100,2,1,1384.160
bm25,semantic-045,semantic,50,100,2,1,1384.160
bm25,semantic-045,semantic,100,100,2,1,1384.160
bm25,semantic-046,semantic,10,100,0,0,1377.375
bm25,semantic-046,semantic,20,100,0,0,1377.375
bm25,semantic-046,semantic,30,100,30,1,1377.375
bm25,semantic-046,semantic,50,100,30,1,1377.375
bm25,semantic-046,semantic,100,100,30,1,1377.375
bm25,semantic-047,semantic,10,100,1,1,1283.179
bm25,semantic-047,semantic,20,100,1,1,1283.179
bm25,semantic-047,semantic,30,100,1,1,1283.179
bm25,semantic-047,semantic,50,100,1,1,1283.179
bm25,semantic-047,semantic,100,100,1,1,1283.179
bm25,semantic-048,semantic,10,100,1,1,1319.868
bm25,semantic-048,semantic,20,100,1,1,1319.868
bm25,semantic-048,semantic,30,100,1,1,1319.868
bm25,semantic-048,semantic,50,100,1,1,1319.868
bm25,semantic-048,semantic,100,100,1,1,1319.868
bm25,semantic-049,semantic,10,100,1,1,1364.872
bm25,semantic-049,semantic,20,100,1,1,1364.872
bm25,semantic-049,semantic,30,100,1,1,1364.872
bm25,semantic-049,semantic,50,100,1,1,1364.872
bm25,semantic-049,semantic,100,100,1,1,1364.872
bm25,semantic-050,semantic,10,100,0,0,1388.783
bm25,semantic-050,semantic,20,100,11,3,1388.783
bm25,semantic-050,semantic,30,100,11,3,1388.783
bm25,semantic-050,semantic,50,100,11,4,1388.783
bm25,semantic-050,semantic,100,100,11,4,1388.783
bm25,semantic-051,semantic,10,100,2,1,1395.382
bm25,semantic-051,semantic,20,100,2,1,1395.382
bm25,semantic-051,semantic,30,100,2,1,1395.382
bm25,semantic-051,semantic,50,100,2,1,1395.382
bm25,semantic-051,semantic,100,100,2,1,1395.382
bm25,semantic-052,semantic,10,100,1,1,1387.476
bm25,semantic-052,semantic,20,100,1,1,1387.476
bm25,semantic-052,semantic,30,100,1,1,1387.476
bm25,semantic-052,semantic,50,100,1,1,1387.476
bm25,semantic-052,semantic,100,100,1,1,1387.476
bm25,semantic-053,semantic,10,100,1,1,1373.020
bm25,semantic-053,semantic,20,100,1,1,1373.020
bm25,semantic-053,semantic,30,100,1,1,1373.020
bm25,semantic-053,semantic,50,100,1,1,1373.020
bm25,semantic-053,semantic,100,100,1,1,1373.020
bm25,semantic-054,semantic,10,100,1,6,1454.844
bm25,semantic-054,semantic,20,100,1,9,1454.844
bm25,semantic-054,semantic,30,100,1,10,1454.844
bm25,semantic-054,semantic,50,100,1,0,1454.844
bm25,semantic-054,semantic,100,100,1,0,1454.844
bm25,semantic-055,semantic,10,100,0,0,1436.840
bm25,semantic-055,semantic,20,100,20,1,1436.840
bm25,semantic-055,semantic,30,100,20,1,1436.840
bm25,semantic-055,semantic,50,100,20,1,1436.840
bm25,semantic-055,semantic,100,100,20,1,1436.840
bm25,semantic-056,semantic,10,100,3,1,1427.369
bm25,semantic-056,semantic,20,100,3,1,1427.369
bm25,semantic-056,semantic,30,100,3,1,1427.369
bm25,semantic-056,semantic,50,100,3,1,1427.369
bm25,semantic-056,semantic,100,100,3,1,1427.369
bm25,semantic-057,semantic,10,100,3,1,1444.118
bm25,semantic-057,semantic,20,100,3,1,1444.118
bm25,semantic-057,semantic,30,100,3,1,1444.118
bm25,semantic-057,semantic,50,100,3,1,1444.118
bm25,semantic-057,semantic,100,100,3,1,1444.118
bm25,semantic-058,semantic,10,100,1,1,1443.635
bm25,semantic-058,semantic,20,100,1,1,1443.635
bm25,semantic-058,semantic,30,100,1,1,1443.635
bm25,semantic-058,semantic,50,100,1,1,1443.635
bm25,semantic-058,semantic,100,100,1,1,1443.635
bm25,semantic-059,semantic,10,100,0,0,1500.539
bm25,semantic-059,semantic,20,100,0,0,1500.539
bm25,semantic-059,semantic,30,100,0,0,1500.539
bm25,semantic-059,semantic,50,100,0,0,1500.539
bm25,semantic-059,semantic,100,100,0,0,1500.539
bm25,semantic-060,semantic,10,100,1,1,1464.110
bm25,semantic-060,semantic,20,100,1,1,1464.110
bm25,semantic-060,semantic,30,100,1,1,1464.110
bm25,semantic-060,semantic,50,100,1,1,1464.110
bm25,semantic-060,semantic,100,100,1,1,1464.110
bm25,semantic-061,semantic,10,100,1,1,1379.298
bm25,semantic-061,semantic,20,100,1,1,1379.298
bm25,semantic-061,semantic,30,100,1,1,1379.298
bm25,semantic-061,semantic,50,100,1,1,1379.298
bm25,semantic-061,semantic,100,100,1,1,1379.298
bm25,semantic-062,semantic,10,100,0,0,1576.524
bm25,semantic-062,semantic,20,100,0,0,1576.524
bm25,semantic-062,semantic,30,100,24,1,1576.524
bm25,semantic-062,semantic,50,100,24,1,1576.524
bm25,semantic-062,semantic,100,100,24,1,1576.524
bm25,semantic-063,semantic,10,100,4,1,1483.997
bm25,semantic-063,semantic,20,100,4,1,1483.997
bm25,semantic-063,semantic,30,100,4,1,1483.997
bm25,semantic-063,semantic,50,100,4,1,1483.997
bm25,semantic-063,semantic,100,100,4,1,1483.997
bm25,semantic-064,semantic,10,100,1,1,1438.311
bm25,semantic-064,semantic,20,100,1,1,1438.311
bm25,semantic-064,semantic,30,100,1,1,1438.311
bm25,semantic-064,semantic,50,100,1,1,1438.311
bm25,semantic-064,semantic,100,100,1,1,1438.311
bm25,semantic-065,semantic,10,100,1,1,1447.527
bm25,semantic-065,semantic,20,100,1,1,1447.527
bm25,semantic-065,semantic,30,100,1,1,1447.527
bm25,semantic-065,semantic,50,100,1,1,1447.527
bm25,semantic-065,semantic,100,100,1,1,1447.527
bm25,semantic-066,semantic,10,100,3,1,1437.186
bm25,semantic-066,semantic,20,100,3,1,1437.186
bm25,semantic-066,semantic,30,100,3,1,1437.186
bm25,semantic-066,semantic,50,100,3,1,1437.186
bm25,semantic-066,semantic,100,100,3,1,1437.186
bm25,semantic-067,semantic,10,100,1,1,1469.208
bm25,semantic-067,semantic,20,100,1,1,1469.208
bm25,semantic-067,semantic,30,100,1,1,1469.208
bm25,semantic-067,semantic,50,100,1,1,1469.208
bm25,semantic-067,semantic,100,100,1,1,1469.208
bm25,semantic-068,semantic,10,100,1,2,1568.474
bm25,semantic-068,semantic,20,100,1,2,1568.474
bm25,semantic-068,semantic,30,100,1,2,1568.474
bm25,semantic-068,semantic,50,100,1,2,1568.474
bm25,semantic-068,semantic,100,100,1,2,1568.474
bm25,semantic-069,semantic,10,100,1,1,1540.671
bm25,semantic-069,semantic,20,100,1,1,1540.671
bm25,semantic-069,semantic,30,100,1,1,1540.671
bm25,semantic-069,semantic,50,100,1,1,1540.671
bm25,semantic-069,semantic,100,100,1,1,1540.671
bm25,semantic-070,semantic,10,100,1,1,1504.161
bm25,semantic-070,semantic,20,100,1,1,1504.161
bm25,semantic-070,semantic,30,100,1,1,1504.161
bm25,semantic-070,semantic,50,100,1,1,1504.161
bm25,semantic-070,semantic,100,100,1,1,1504.161
bm25,semantic-071,semantic,10,100,3,1,1487.394
bm25,semantic-071,semantic,20,100,3,2,1487.394
bm25,semantic-071,semantic,30,100,3,2,1487.394
bm25,semantic-071,semantic,50,100,3,4,1487.394
bm25,semantic-071,semantic,100,100,3,4,1487.394
bm25,semantic-072,semantic,10,100,1,1,1569.343
bm25,semantic-072,semantic,20,100,1,1,1569.343
bm25,semantic-072,semantic,30,100,1,1,1569.343
bm25,semantic-072,semantic,50,100,1,1,1569.343
bm25,semantic-072,semantic,100,100,1,1,1569.343
bm25,semantic-073,semantic,10,100,1,1,1374.353
bm25,semantic-073,semantic,20,100,1,1,1374.353
bm25,semantic-073,semantic,30,100,1,1,1374.353
bm25,semantic-073,semantic,50,100,1,1,1374.353
bm25,semantic-073,semantic,100,100,1,1,1374.353
bm25,semantic-074,semantic,10,100,1,1,1712.592
bm25,semantic-074,semantic,20,100,1,1,1712.592
bm25,semantic-074,semantic,30,100,1,1,1712.592
bm25,semantic-074,semantic,50,100,1,1,1712.592
bm25,semantic-074,semantic,100,100,1,1,1712.592
bm25,semantic-075,semantic,10,100,3,1,1726.025
bm25,semantic-075,semantic,20,100,3,1,1726.025
bm25,semantic-075,semantic,30,100,3,1,1726.025
bm25,semantic-075,semantic,50,100,3,1,1726.025
bm25,semantic-075,semantic,100,100,3,1,1726.025
bm25,semantic-076,semantic,10,100,1,1,1691.887
bm25,semantic-076,semantic,20,100,1,1,1691.887
bm25,semantic-076,semantic,30,100,1,1,1691.887
bm25,semantic-076,semantic,50,100,1,1,1691.887
bm25,semantic-076,semantic,100,100,1,1,1691.887
bm25,semantic-077,semantic,10,100,1,1,1704.232
bm25,semantic-077,semantic,20,100,1,1,1704.232
bm25,semantic-077,semantic,30,100,1,1,1704.232
bm25,semantic-077,semantic,50,100,1,1,1704.232
bm25,semantic-077,semantic,100,100,1,1,1704.232
bm25,semantic-078,semantic,10,100,6,1,1493.227
bm25,semantic-078,semantic,20,100,6,1,1493.227
bm25,semantic-078,semantic,30,100,6,1,1493.227
bm25,semantic-078,semantic,50,100,6,1,1493.227
bm25,semantic-078,semantic,100,100,6,1,1493.227
bm25,semantic-079,semantic,10,100,1,1,1775.815
bm25,semantic-079,semantic,20,100,1,1,1775.815
bm25,semantic-079,semantic,30,100,1,1,1775.815
bm25,semantic-079,semantic,50,100,1,1,1775.815
bm25,semantic-079,semantic,100,100,1,1,1775.815
bm25,semantic-080,semantic,10,100,3,1,1776.013
bm25,semantic-080,semantic,20,100,3,1,1776.013
bm25,semantic-080,semantic,30,100,3,1,1776.013
bm25,semantic-080,semantic,50,100,3,1,1776.013
bm25,semantic-080,semantic,100,100,3,1,1776.013
bm25,semantic-081,semantic,10,100,1,1,1798.928
bm25,semantic-081,semantic,20,100,1,1,1798.928
bm25,semantic-081,semantic,30,100,1,1,1798.928
bm25,semantic-081,semantic,50,100,1,1,1798.928
bm25,semantic-081,semantic,100,100,1,1,1798.928
bm25,semantic-082,semantic,10,100,4,1,1797.188
bm25,semantic-082,semantic,20,100,4,1,1797.188
bm25,semantic-082,semantic,30,100,4,1,1797.188
bm25,semantic-082,semantic,50,100,4,1,1797.188
bm25,semantic-082,semantic,100,100,4,1,1797.188
bm25,semantic-083,semantic,10,100,1,1,1806.410
bm25,semantic-083,semantic,20,100,1,1,1806.410
bm25,semantic-083,semantic,30,100,1,1,1806.410
bm25,semantic-083,semantic,50,100,1,1,1806.410
bm25,semantic-083,semantic,100,100,1,1,1806.410
bm25,semantic-084,semantic,10,100,1,1,1781.562
bm25,semantic-084,semantic,20,100,1,1,1781.562
bm25,semantic-084,semantic,30,100,1,1,1781.562
bm25,semantic-084,semantic,50,100,1,1,1781.562
bm25,semantic-084,semantic,100,100,1,1,1781.562
bm25,semantic-085,semantic,10,100,2,1,1817.462
bm25,semantic-085,semantic,20,100,2,1,1817.462
bm25,semantic-085,semantic,30,100,2,1,1817.462
bm25,semantic-085,semantic,50,100,2,1,1817.462
bm25,semantic-085,semantic,100,100,2,1,1817.462
bm25,semantic-086,semantic,10,100,1,1,1794.853
bm25,semantic-086,semantic,20,100,1,1,1794.853
bm25,semantic-086,semantic,30,100,1,1,1794.853
bm25,semantic-086,semantic,50,100,1,1,1794.853
bm25,semantic-086,semantic,100,100,1,1,1794.853
bm25,semantic-087,semantic,10,100,1,1,1827.748
bm25,semantic-087,semantic,20,100,1,1,1827.748
bm25,semantic-087,semantic,30,100,1,1,1827.748
bm25,semantic-087,semantic,50,100,1,1,1827.748
bm25,semantic-087,semantic,100,100,1,1,1827.748
bm25,semantic-088,semantic,10,100,1,2,1813.303
bm25,semantic-088,semantic,20,100,1,2,1813.303
bm25,semantic-088,semantic,30,100,1,2,1813.303
bm25,semantic-088,semantic,50,100,1,2,1813.303
bm25,semantic-088,semantic,100,100,1,2,1813.303
bm25,semantic-089,semantic,10,100,0,0,1813.462
bm25,semantic-089,semantic,20,100,0,0,1813.462
bm25,semantic-089,semantic,30,100,0,0,1813.462
bm25,semantic-089,semantic,50,100,0,0,1813.462
bm25,semantic-089,semantic,100,100,66,3,1813.462
bm25,semantic-090,semantic,10,100,1,1,1773.846
bm25,semantic-090,semantic,20,100,1,1,1773.846
bm25,semantic-090,semantic,30,100,1,1,1773.846
bm25,semantic-090,semantic,50,100,1,1,1773.846
bm25,semantic-090,semantic,100,100,1,1,1773.846
bm25,semantic-091,semantic,10,100,1,1,1551.584
bm25,semantic-091,semantic,20,100,1,1,1551.584
bm25,semantic-091,semantic,30,100,1,1,1551.584
bm25,semantic-091,semantic,50,100,1,1,1551.584
bm25,semantic-091,semantic,100,100,1,1,1551.584
bm25,semantic-092,semantic,10,100,1,2,1481.150
bm25,semantic-092,semantic,20,100,1,2,1481.150
bm25,semantic-092,semantic,30,100,1,2,1481.150
bm25,semantic-092,semantic,50,100,1,2,1481.150
bm25,semantic-092,semantic,100,100,1,2,1481.150
bm25,semantic-093,semantic,10,100,2,1,1788.583
bm25,semantic-093,semantic,20,100,2,1,1788.583
bm25,semantic-093,semantic,30,100,2,1,1788.583
bm25,semantic-093,semantic,50,100,2,1,1788.583
bm25,semantic-093,semantic,100,100,2,1,1788.583
bm25,semantic-094,semantic,10,100,0,0,1824.120
bm25,semantic-094,semantic,20,100,0,0,1824.120
bm25,semantic-094,semantic,30,100,23,0,1824.120
bm25,semantic-094,semantic,50,100,23,0,1824.120
bm25,semantic-094,semantic,100,100,23,0,1824.120
bm25,semantic-095,semantic,10,100,1,9,1803.584
bm25,semantic-095,semantic,20,100,1,0,1803.584
bm25,semantic-095,semantic,30,100,1,0,1803.584
bm25,semantic-095,semantic,50,100,1,0,1803.584
bm25,semantic-095,semantic,100,100,1,0,1803.584
bm25,semantic-096,semantic,10,100,1,2,1811.950
bm25,semantic-096,semantic,20,100,1,3,1811.950
bm25,semantic-096,semantic,30,100,1,3,1811.950
bm25,semantic-096,semantic,50,100,1,3,1811.950
bm25,semantic-096,semantic,100,100,1,3,1811.950
bm25,semantic-097,semantic,10,100,1,1,1802.047
bm25,semantic-097,semantic,20,100,1,1,1802.047
bm25,semantic-097,semantic,30,100,1,1,1802.047
bm25,semantic-097,semantic,50,100,1,1,1802.047
bm25,semantic-097,semantic,100,100,1,1,1802.047
bm25,semantic-098,semantic,10,100,0,0,1790.760
bm25,semantic-098,semantic,20,100,0,0,1790.760
bm25,semantic-098,semantic,30,100,0,0,1790.760
bm25,semantic-098,semantic,50,100,0,0,1790.760
bm25,semantic-098,semantic,100,100,0,0,1790.760
bm25,semantic-099,semantic,10,100,1,1,1800.731
bm25,semantic-099,semantic,20,100,1,1,1800.731
bm25,semantic-099,semantic,30,100,1,1,1800.731
bm25,semantic-099,semantic,50,100,1,1,1800.731
bm25,semantic-099,semantic,100,100,1,1,1800.731
bm25,semantic-100,semantic,10,100,2,1,1811.317
bm25,semantic-100,semantic,20,100,2,1,1811.317
bm25,semantic-100,semantic,30,100,2,1,1811.317
bm25,semantic-100,semantic,50,100,2,1,1811.317
bm25,semantic-100,semantic,100,100,2,1,1811.317
bm25,semantic-101,semantic,10,100,3,7,1671.756
bm25,semantic-101,semantic,20,100,3,10,1671.756
bm25,semantic-101,semantic,30,100,3,10,1671.756
bm25,semantic-101,semantic,50,100,3,0,1671.756
bm25,semantic-101,semantic,100,100,3,0,1671.756
bm25,semantic-102,semantic,10,100,1,7,1610.610
bm25,semantic-102,semantic,20,100,1,7,1610.610
bm25,semantic-102,semantic,30,100,1,7,1610.610
bm25,semantic-102,semantic,50,100,1,7,1610.610
bm25,semantic-102,semantic,100,100,1,7,1610.610
bm25,semantic-103,semantic,10,100,1,1,1700.409
bm25,semantic-103,semantic,20,100,1,1,1700.409
bm25,semantic-103,semantic,30,100,1,1,1700.409
bm25,semantic-103,semantic,50,100,1,1,1700.409
bm25,semantic-103,semantic,100,100,1,1,1700.409
bm25,semantic-104,semantic,10,100,0,0,1809.803
bm25,semantic-104,semantic,20,100,12,1,1809.803
bm25,semantic-104,semantic,30,100,12,1,1809.803
bm25,semantic-104,semantic,50,100,12,1,1809.803
bm25,semantic-104,semantic,100,100,12,1,1809.803
bm25,semantic-105,semantic,10,100,1,1,1805.389
bm25,semantic-105,semantic,20,100,1,1,1805.389
bm25,semantic-105,semantic,30,100,1,1,1805.389
bm25,semantic-105,semantic,50,100,1,1,1805.389
bm25,semantic-105,semantic,100,100,1,1,1805.389
bm25,semantic-106,semantic,10,100,1,3,1812.593
bm25,semantic-106,semantic,20,100,1,3,1812.593
bm25,semantic-106,semantic,30,100,1,3,1812.593
bm25,semantic-106,semantic,50,100,1,3,1812.593
bm25,semantic-106,semantic,100,100,1,3,1812.593
bm25,semantic-107,semantic,10,100,1,1,1797.916
bm25,semantic-107,semantic,20,100,1,1,1797.916
bm25,semantic-107,semantic,30,100,1,1,1797.916
bm25,semantic-107,semantic,50,100,1,1,1797.916
bm25,semantic-107,semantic,100,100,1,1,1797.916
bm25,semantic-108,semantic,10,100,1,1,1828.286
bm25,semantic-108,semantic,20,100,1,1,1828.286
bm25,semantic-108,semantic,30,100,1,1,1828.286
bm25,semantic-108,semantic,50,100,1,1,1828.286
bm25,semantic-108,semantic,100,100,1,1,1828.286
bm25,semantic-109,semantic,10,100,3,1,1819.264
bm25,semantic-109,semantic,20,100,3,1,1819.264
bm25,semantic-109,semantic,30,100,3,1,1819.264
bm25,semantic-109,semantic,50,100,3,1,1819.264
bm25,semantic-109,semantic,100,100,3,1,1819.264
bm25,semantic-110,semantic,10,100,1,1,1798.381
bm25,semantic-110,semantic,20,100,1,1,1798.381
bm25,semantic-110,semantic,30,100,1,1,1798.381
bm25,semantic-110,semantic,50,100,1,1,1798.381
bm25,semantic-110,semantic,100,100,1,1,1798.381
bm25,semantic-111,semantic,10,100,1,2,1802.386
bm25,semantic-111,semantic,20,100,1,2,1802.386
bm25,semantic-111,semantic,30,100,1,2,1802.386
bm25,semantic-111,semantic,50,100,1,2,1802.386
bm25,semantic-111,semantic,100,100,1,2,1802.386
bm25,semantic-112,semantic,10,100,2,1,1804.728
bm25,semantic-112,semantic,20,100,2,1,1804.728
bm25,semantic-112,semantic,30,100,2,1,1804.728
bm25,semantic-112,semantic,50,100,2,1,1804.728
bm25,semantic-112,semantic,100,100,2,1,1804.728
bm25,semantic-113,semantic,10,100,5,1,1796.873
bm25,semantic-113,semantic,20,100,5,1,1796.873
bm25,semantic-113,semantic,30,100,5,1,1796.873
bm25,semantic-113,semantic,50,100,5,1,1796.873
bm25,semantic-113,semantic,100,100,5,1,1796.873
bm25,semantic-114,semantic,10,100,0,0,1808.152
bm25,semantic-114,semantic,20,100,0,0,1808.152
bm25,semantic-114,semantic,30,100,0,0,1808.152
bm25,semantic-114,semantic,50,100,0,0,1808.152
bm25,semantic-114,semantic,100,100,0,0,1808.152
bm25,semantic-115,semantic,10,100,0,0,1798.847
bm25,semantic-115,semantic,20,100,0,0,1798.847
bm25,semantic-115,semantic,30,100,21,1,1798.847
bm25,semantic-115,semantic,50,100,21,1,1798.847
bm25,semantic-115,semantic,100,100,21,1,1798.847
bm25,semantic-116,semantic,10,100,2,1,1809.563
bm25,semantic-116,semantic,20,100,2,1,1809.563
bm25,semantic-116,semantic,30,100,2,1,1809.563
bm25,semantic-116,semantic,50,100,2,1,1809.563
bm25,semantic-116,semantic,100,100,2,1,1809.563
bm25,semantic-117,semantic,10,100,1,1,1821.791
bm25,semantic-117,semantic,20,100,1,1,1821.791
bm25,semantic-117,semantic,30,100,1,1,1821.791
bm25,semantic-117,semantic,50,100,1,1,1821.791
bm25,semantic-117,semantic,100,100,1,1,1821.791
bm25,semantic-118,semantic,10,100,1,1,1812.401
bm25,semantic-118,semantic,20,100,1,1,1812.401
bm25,semantic-118,semantic,30,100,1,1,1812.401
bm25,semantic-118,semantic,50,100,1,1,1812.401
bm25,semantic-118,semantic,100,100,1,1,1812.401
bm25,semantic-119,semantic,10,100,1,1,1796.602
bm25,semantic-119,semantic,20,100,1,1,1796.602
bm25,semantic-119,semantic,30,100,1,1,1796.602
bm25,semantic-119,semantic,50,100,1,1,1796.602
bm25,semantic-119,semantic,100,100,1,1,1796.602
bm25,semantic-120,semantic,10,100,1,1,1793.388
bm25,semantic-120,semantic,20,100,1,1,1793.388
bm25,semantic-120,semantic,30,100,1,1,1793.388
bm25,semantic-120,semantic,50,100,1,1,1793.388
bm25,semantic-120,semantic,100,100,1,1,1793.388
hybrid,exact-001,exact,10,100,1,1,1496.026
hybrid,exact-001,exact,20,100,1,1,1496.026
hybrid,exact-001,exact,30,100,1,1,1496.026
hybrid,exact-001,exact,50,100,1,1,1496.026
hybrid,exact-001,exact,100,100,1,1,1496.026
hybrid,exact-002,exact,10,100,1,1,1639.865
hybrid,exact-002,exact,20,100,1,1,1639.865
hybrid,exact-002,exact,30,100,1,1,1639.865
hybrid,exact-002,exact,50,100,1,1,1639.865
hybrid,exact-002,exact,100,100,1,1,1639.865
hybrid,exact-003,exact,10,100,2,1,1723.150
hybrid,exact-003,exact,20,100,2,1,1723.150
hybrid,exact-003,exact,30,100,2,1,1723.150
hybrid,exact-003,exact,50,100,2,1,1723.150
hybrid,exact-003,exact,100,100,2,1,1723.150
hybrid,exact-004,exact,10,100,1,1,1621.641
hybrid,exact-004,exact,20,100,1,1,1621.641
hybrid,exact-004,exact,30,100,1,1,1621.641
hybrid,exact-004,exact,50,100,1,1,1621.641
hybrid,exact-004,exact,100,100,1,1,1621.641
hybrid,exact-005,exact,10,100,3,4,1400.510
hybrid,exact-005,exact,20,100,3,4,1400.510
hybrid,exact-005,exact,30,100,3,4,1400.510
hybrid,exact-005,exact,50,100,3,4,1400.510
hybrid,exact-005,exact,100,100,3,4,1400.510
hybrid,exact-006,exact,10,100,1,1,1370.853
hybrid,exact-006,exact,20,100,1,1,1370.853
hybrid,exact-006,exact,30,100,1,1,1370.853
hybrid,exact-006,exact,50,100,1,1,1370.853
hybrid,exact-006,exact,100,100,1,1,1370.853
hybrid,exact-007,exact,10,100,2,2,1593.933
hybrid,exact-007,exact,20,100,2,2,1593.933
hybrid,exact-007,exact,30,100,2,2,1593.933
hybrid,exact-007,exact,50,100,2,2,1593.933
hybrid,exact-007,exact,100,100,2,2,1593.933
hybrid,exact-008,exact,10,100,1,1,1547.369
hybrid,exact-008,exact,20,100,1,1,1547.369
hybrid,exact-008,exact,30,100,1,1,1547.369
hybrid,exact-008,exact,50,100,1,1,1547.369
hybrid,exact-008,exact,100,100,1,1,1547.369
hybrid,exact-009,exact,10,100,1,1,1506.881
hybrid,exact-009,exact,20,100,1,1,1506.881
hybrid,exact-009,exact,30,100,1,1,1506.881
hybrid,exact-009,exact,50,100,1,1,1506.881
hybrid,exact-009,exact,100,100,1,1,1506.881
hybrid,exact-010,exact,10,100,1,2,1643.344
hybrid,exact-010,exact,20,100,1,2,1643.344
hybrid,exact-010,exact,30,100,1,2,1643.344
hybrid,exact-010,exact,50,100,1,2,1643.344
hybrid,exact-010,exact,100,100,1,2,1643.344
hybrid,exact-011,exact,10,100,1,1,1530.894
hybrid,exact-011,exact,20,100,1,1,1530.894
hybrid,exact-011,exact,30,100,1,1,1530.894
hybrid,exact-011,exact,50,100,1,1,1530.894
hybrid,exact-011,exact,100,100,1,1,1530.894
hybrid,exact-012,exact,10,100,1,1,1330.817
hybrid,exact-012,exact,20,100,1,1,1330.817
hybrid,exact-012,exact,30,100,1,1,1330.817
hybrid,exact-012,exact,50,100,1,1,1330.817
hybrid,exact-012,exact,100,100,1,1,1330.817
hybrid,exact-013,exact,10,100,1,1,1538.371
hybrid,exact-013,exact,20,100,1,1,1538.371
hybrid,exact-013,exact,30,100,1,1,1538.371
hybrid,exact-013,exact,50,100,1,1,1538.371
hybrid,exact-013,exact,100,100,1,1,1538.371
